co_municipio;quantidade_alunos;probabilidade_risco_media;probabilidade_risco_mediana;probabilidade_risco_p90;taxa_alertas;taxa_nao_alfabetizado_real;falsos_negativos;taxa_falsos_negativos;co_uf;dependencia_predominante;atlas_idhm_median;atlas_idhm_e_median;atlas_renda_pc_median;atlas_indice_gini_median;atlas_prop_pobreza_criancas_median;atlas_taxa_criancas_dom_sem_fund_median;censo_prop_mat_2ano_internet_aprendizagem_median;censo_prop_mat_2ano_alimentacao_median;censo_prop_mat_2ano_biblioteca_sala_leitura_median;fundeb_receita_contribuicao_median;fundeb_complementacao_uniao_median;fundeb_receita_total_median;indicador_meta_final_2025_median;indicador_pc_aluno_alfabetizado_2024_median;taxa_alfabetizacao_real_pct;taxa_alfabetizacao_predita_prob_pct;taxa_alertas_pct;sg_uf;no_municipio;rotulo_municipio;percentil_risco_relativo;faixa_risco_relativo;meta_2025_pct;alfabetizacao_2024_pct;gap_previsto_meta_pp;situacao_meta
4322509;744;0.6923545817513246;0.6983124307486875;0.6983124307486875;1.0;0.4166666666666667;0;0.0;43;3.0;0.721;0.605;797.86;0.51;12.1;29.18;0.5881670533642691;1.0;0.9593967517401392;59023097.07;0.0;59023097.07;70.45;38.1;58.33333333333333;30.764541824867543;100.0;RS;Vacaria;Vacaria - RS;0.9731404958677686;Alto;70.45;38.1;-39.68545817513246;Risco elevado de não atingir
4304408;518;0.5863863361648883;0.5971020966550586;0.5971020966550586;1.0;0.4575289575289575;0;0.0;43;3.0;0.748;0.667;787.78;0.48;11.86;32.61;0.8806228373702422;1.0;0.6695501730103807;50649426.93;1355760.98;52005187.91;79.06;42.2;54.24710424710425;41.36136638351117;100.0;RS;Canela;Canela - RS;0.78099173553719;Alto;79.06;42.2;-37.698633616488834;Risco elevado de não atingir
4309209;2392;0.6634030439569938;0.6702588967318778;0.6702588967318778;1.0;0.5334448160535117;0;0.0;43;3.0;0.736;0.636;737.29;0.44;10.85;20.57;0.8123784834737524;1.0;0.9559300064808814;222351331.1;0.0;222351331.1;68.91;41.0;46.65551839464883;33.65969560430062;100.0;RS;Gravataí;Gravataí - RS;0.9462809917355371;Alto;68.91;41.0;-35.250304395699374;Risco elevado de não atingir
4307500;162;0.5474478810813785;0.5437975479444664;0.5541721789651638;1.0;0.3765432098765432;0;0.0;43;2.0;0.765;0.677;834.66;0.49;9.93;24.6;1.0;1.0;1.0;11012351.23;160203.88;11172555.11;80.0;39.1;62.34567901234568;45.255211891862146;100.0;RS;Espumoso;Espumoso - RS;0.6942148760330579;Moderado;80.0;39.1;-34.744788108137854;Risco elevado de não atingir
4315602;1432;0.7060803342959047;0.714105215779498;0.714105215779498;1.0;0.6375698324022346;0;0.0;43;3.0;0.744;0.637;859.2;0.51;15.27;26.29;0.7130350194552529;1.0;0.8895914396887159;180535553.05;0.0;180535553.05;62.61;43.2;36.24301675977654;29.391966570409533;100.0;RS;Rio Grande;Rio Grande - RS;0.9834710743801653;Alto;62.61;43.2;-33.21803342959046;Risco elevado de não atingir
4305108;3558;0.586944403173325;0.6048113919022229;0.6048113919022229;1.0;0.4612141652613828;0;0.0;43;3.0;0.782;0.686;1253.93;0.48;3.85;18.25;0.9766081871345028;1.0;0.9766081871345028;313432313.26;9377436.66;322809749.92;72.56;43.2;53.87858347386172;41.3055596826675;100.0;RS;Caxias do Sul;Caxias do Sul - RS;0.7830578512396694;Alto;72.56;43.2;-31.254440317332502;Risco elevado de não atingir
4319505;210;0.6520832007024934;0.6620255672308244;0.6620255672308244;1.0;0.4;0;0.0;43;3.0;0.739;0.646;772.04;0.44;12.66;31.45;0.6794425087108014;1.0;0.9616724738675958;22564487.7;0.0;22564487.7;64.97;37.1;60.0;34.791679929750664;100.0;RS;São Sebastião do Caí;São Sebastião do Caí - RS;0.9400826446280992;Alto;64.97;37.1;-30.178320070249335;Risco elevado de não atingir
4304705;500;0.604066697574618;0.5711777729607397;0.6394120563920223;1.0;0.414;0;0.0;43;2.0;0.766;0.707;881.73;0.51;12.74;18.6;0.998422712933754;1.0;0.9779179810725552;47572632.37;0.0;47572632.37;69.06;42.0;58.60000000000001;39.59333024253821;100.0;RS;Carazinho;Carazinho - RS;0.8285123966942148;Alto;69.06;42.0;-29.466669757461794;Risco elevado de não atingir
4301636;174;0.637560675595241;0.637560675595241;0.637560675595241;1.0;0.6724137931034483;0;0.0;43;3.0;0.696;0.567;662.85;0.5;23.48;34.18;0.6893203883495146;1.0;0.6699029126213593;20512584.15;338901.72;20851485.87;65.43;43.6;32.758620689655174;36.2439324404759;100.0;RS;Balneário Pinhal;Balneário Pinhal - RS;0.9070247933884298;Alto;65.43;43.6;-29.186067559524105;Risco elevado de não atingir
4304663;310;0.6979105052387943;0.7022721857165459;0.7022721857165459;1.0;0.6612903225806451;0;0.0;43;3.0;0.637;0.48;493.36;0.43;20.06;40.82;0.5810055865921788;1.0;0.9413407821229052;29793649.41;607025.53;30400674.94;58.86;28.2;33.87096774193549;30.208949476120573;100.0;RS;Capão do Leão;Capão do Leão - RS;0.9793388429752066;Alto;58.86;28.2;-28.651050523879427;Risco elevado de não atingir
3525102;389;0.6151716459347245;0.6151716459347245;0.6151716459347245;1.0;0.5475578406169666;0;0.0;35;3.0;0.735;0.64;742.74;0.48;9.36;24.71;0.820675105485232;1.0;0.8649789029535865;47051029.24;0.0;47051029.24;65.37;45.42;45.24421593830334;38.48283540652755;100.0;SP;Jardinópolis;Jardinópolis - SP;0.8450413223140496;Alto;65.37;45.42;-26.887164593472455;Risco elevado de não atingir
2111201;1961;0.5810319152984883;0.5810319152984883;0.5810319152984883;1.0;0.35696073431922487;0;0.0;21;3.0;0.708;0.7;435.4;0.51;30.54;19.4;0.3457743457743458;1.0;0.3341913341913342;159949978.27;268064183.99;428014162.26;68.0;56.58;64.30392656807751;41.89680847015117;100.0;MA;São José de Ribamar;São José de Ribamar - MA;0.7789256198347108;Alto;68.0;56.58;-26.10319152984883;Risco elevado de não atingir
4322806;176;0.47380351405526966;0.47380351405526966;0.47380351405526966;0.0;0.39204545454545453;69;0.39204545454545453;43;3.0;0.773;0.692;1141.67;0.47;5.54;20.52;1.0;1.0;1.0;23150711.89;266505.59;23417217.48;77.99;57.0;60.79545454545454;52.619648594473034;0.0;RS;Veranópolis;Veranópolis - RS;0.5020661157024794;Moderado;77.99;57.0;-25.37035140552696;Risco elevado de não atingir
4315503;144;0.6853710553006659;0.6971310765878995;0.6971310765878995;1.0;0.2708333333333333;0;0.0;43;3.0;0.683;0.542;660.14;0.52;17.33;34.03;1.0;1.0;0.6167664670658682;11473790.22;0.0;11473790.22;56.63;33.0;72.91666666666667;31.46289446993341;100.0;RS;Restinga Sêca;Restinga Sêca - RS;0.96900826446281;Alto;56.63;33.0;-25.167105530066593;Risco elevado de não atingir
2109270;276;0.5663297318893386;0.5663297318893386;0.5663297318893386;1.0;0.4166666666666667;0;0.0;21;3.0;0.557;0.472;164.13;0.51;65.77;52.76;0.6015037593984962;1.0;0.0;26861480.75;41828430.92;68689911.67;68.35;39.6;58.33333333333333;43.36702681106615;100.0;MA;Presidente Sarney;Presidente Sarney - MA;0.7520661157024794;Alto;68.35;39.6;-24.982973188933848;Risco elevado de não atingir
2100709;174;0.4992514069031309;0.49925140690313086;0.49925140690313086;0.0;0.1724137931034483;30;0.1724137931034483;21;3.0;0.581;0.492;207.65;0.6;69.99;56.18;0.1178082191780822;1.0;0.3068493150684931;20854704.59;27783063.68;48637768.27;75.01;41.33;82.75862068965517;50.074859309686914;0.0;MA;Anajatuba;Anajatuba - MA;0.5640495867768595;Moderado;75.01;41.33;-24.93514069031309;Risco elevado de não atingir
3302270;1108;0.7130313510617697;0.7130313510617697;0.7130313510617697;1.0;0.5929602888086642;0;0.0;33;3.0;0.659;0.555;420.15;0.42;22.98;32.93;0.1876447876447876;1.0;0.8548262548262548;76772273.67;8522613.29;85294886.96;51.98;36.88;40.70397111913358;28.696864893823026;100.0;RJ;Japeri;Japeri - RJ;0.993801652892562;Alto;51.98;36.88;-23.28313510617697;Risco elevado de não atingir
4216800;113;0.4564706586226841;0.44291125409588883;0.4785441078523508;0.0;0.37168141592920356;42;0.37168141592920356;42;3.0;0.636;0.503;375.44;0.46;40.26;50.75;0.9537037037037036;1.0;0.9166666666666666;5210111.84;136547.03;5346658.87;77.52;65.03;62.83185840707964;54.35293413773159;0.0;SC;São José do Cerrito;São José do Cerrito - SC;0.4855371900826446;Moderado;77.52;65.03;-23.16706586226841;Risco elevado de não atingir
2109452;441;0.5093124560276479;0.5093124560276479;0.5093124560276479;1.0;0.4943310657596372;0;0.0;21;3.0;0.626;0.587;274.0;0.48;45.27;35.06;0.5333333333333333;1.0;0.4193548387096774;26435579.16;47415543.96;73851123.12;71.84;48.35;50.56689342403629;49.06875439723522;100.0;MA;Raposa;Raposa - MA;0.5929752066115702;Moderado;71.84;48.35;-22.771245602764786;Risco elevado de não atingir
3513009;2880;0.6196999782335868;0.6196999782335868;0.6196999782335868;1.0;0.4565972222222222;0;0.0;35;3.0;0.78;0.707;1085.66;0.57;8.61;18.21;0.9562350119904076;1.0;0.323441247002398;221094845.01;0.0;221094845.01;60.23;49.49;54.34027777777778;38.03000217664132;100.0;SP;Cotia;Cotia - SP;0.8615702479338843;Alto;60.23;49.49;-22.19999782335868;Risco elevado de não atingir
3301702;6397;0.6436186957330908;0.6436186957330909;0.6436186957330909;1.0;0.5232140065655776;0;0.0;33;3.0;0.711;0.624;592.81;0.46;18.19;25.75;0.7933399850336742;1.0;0.8334996258418558;449372085.74;48592640.72;497964726.46;57.8;45.37;47.678599343442244;35.638130426690914;100.0;RJ;Duque de Caxias;Duque de Caxias - RJ;0.9194214876033058;Alto;57.8;45.37;-22.161869573309083;Risco elevado de não atingir
1505536;3266;0.5939707101250967;0.5939707101250967;0.5939707101250967;1.0;0.4112063686466626;0;0.0;15;3.0;0.715;0.644;627.61;0.53;20.58;24.88;0.859322974472808;1.0;0.7491675915649278;207604443.53;118111191.92;325715635.45;62.71;49.49;58.87936313533374;40.60292898749033;100.0;PA;Parauapebas;Parauapebas - PA;0.7995867768595041;Alto;62.71;49.49;-22.10707101250967;Risco elevado de não atingir
1500107;1500;0.6960612144261709;0.6960612144261709;0.6960612144261709;1.0;0.5273333333333333;0;0.0;15;3.0;0.628;0.537;293.01;0.53;51.18;38.08;0.420489977728285;1.0;0.6204899777282851;103183561.18;127698715.88;230882277.06;52.46;35.85;47.266666666666666;30.393878557382912;100.0;PA;Abaetetuba;Abaetetuba - PA;0.9752066115702479;Alto;52.46;35.85;-22.06612144261709;Risco elevado de não atingir
2601706;770;0.6228186312388566;0.6228186312388566;0.6228186312388566;1.0;0.3168831168831169;0;0.0;26;3.0;0.629;0.514;372.93;0.51;42.4;44.55;0.0153846153846153;1.0;0.5562130177514792;60717536.42;28403624.35;89121160.77;59.56;43.93;68.31168831168831;37.718136876114336;100.0;PE;Belo Jardim;Belo Jardim - PE;0.8698347107438017;Alto;59.56;43.93;-21.841863123885666;Risco elevado de não atingir
3549953;144;0.5425525949783447;0.5425525949783447;0.5425525949783447;1.0;0.3402777777777778;0;0.0;35;3.0;0.728;0.666;640.64;0.47;13.69;25.36;1.0;1.0;0.0388888888888888;11476880.78;0.0;11476880.78;67.42;58.4;65.97222222222221;45.74474050216553;100.0;SP;São Lourenço da Serra;São Lourenço da Serra - SP;0.6818181818181818;Moderado;67.42;58.4;-21.675259497834475;Risco elevado de não atingir
1304237;331;0.6471977592103977;0.6471977592103977;0.6471977592103977;1.0;0.4471299093655589;0;0.0;13;3.0;0.548;0.416;189.15;0.54;57.55;45.55;0.3580246913580246;1.0;0.1111111111111111;26023657.12;26113161.23;52136818.35;56.94;30.02;55.2870090634441;35.28022407896023;100.0;AM;Tonantins;Tonantins - AM;0.9276859504132231;Alto;56.94;30.02;-21.659775921039767;Risco elevado de não atingir
1501303;1434;0.6409191178763918;0.6409191178763918;0.6409191178763918;1.0;0.48535564853556484;0;0.0;15;3.0;0.662;0.564;437.43;0.55;34.88;28.86;0.8713080168776371;1.0;0.679324894514768;106079100.26;56644870.81;162723971.07;57.38;39.5;51.46443514644352;35.90808821236082;100.0;PA;Barcarena;Barcarena - PA;0.9111570247933884;Alto;57.38;39.5;-21.47191178763918;Risco elevado de não atingir
2302008;189;0.49614648175526327;0.4961464817552632;0.4961464817552632;0.0;0.25396825396825395;48;0.25396825396825395;23;3.0;0.599;0.51;254.44;0.5;60.78;46.17;0.473170731707317;1.0;0.7317073170731707;13647624.6;11170092.73;24817717.33;71.69;63.940000000000005;74.60317460317461;50.38535182447368;0.0;CE;Barro;Barro - CE;0.5578512396694215;Moderado;71.69;63.940000000000005;-21.304648175526317;Risco elevado de não atingir
3507506;1164;0.5522433606519714;0.5522433606519714;0.5522433606519714;1.0;0.40893470790378006;0;0.0;35;3.0;0.8;0.746;1089.1;0.54;7.33;17.85;0.9613003095975232;1.0;0.9094427244582044;119050127.99;0.0;119050127.99;65.9;57.09;59.106529209621996;44.77566393480286;100.0;SP;Botucatu;Botucatu - SP;0.7128099173553719;Alto;65.9;57.09;-21.12433606519715;Risco elevado de não atingir
2608008;135;0.5984710811771842;0.5984710811771842;0.5984710811771842;1.0;0.4222222222222222;0;0.0;26;3.0;0.53;0.381;244.26;0.49;56.62;67.18;0.8;1.0;0.0631578947368421;20116057.21;9604140.06;29720197.27;61.07;37.15;57.77777777777777;40.15289188228158;100.0;PE;Jataúba;Jataúba - PE;0.8140495867768595;Alto;61.07;37.15;-20.91710811771842;Risco elevado de não atingir
2610707;1920;0.6009823272358686;0.6021283897365433;0.6021283897365433;1.0;0.4109375;0;0.0;26;3.0;0.732;0.703;528.04;0.49;25.34;19.87;0.621309963099631;1.0;0.6411439114391144;117763494.25;18529860.56;136293354.81;60.62;55.54;58.90625000000001;39.90176727641314;100.0;PE;Paulista;Paulista - PE;0.8223140495867769;Alto;60.62;55.54;-20.71823272358686;Risco elevado de não atingir
1302504;1362;0.6501636833561216;0.6617080882660676;0.6617080882660676;1.0;0.4588839941262849;0;0.0;13;3.0;0.614;0.481;342.58;0.56;47.3;39.86;0.6081081081081081;1.0;0.4048648648648648;88708811.13;76852602.3;165561413.43;55.57;37.28;54.11160058737151;34.983631664387836;100.0;AM;Manacapuru;Manacapuru - AM;0.9338842975206612;Alto;55.57;37.28;-20.586368335612164;Risco elevado de não atingir
3118403;191;0.49498627928138356;0.49674314536916997;0.49674314536916997;0.0;0.42408376963350786;81;0.42408376963350786;31;3.0;0.662;0.537;445.95;0.49;33.47;43.06;0.5983263598326359;1.0;0.8577405857740585;13611008.74;0.0;13611008.74;71.07;57.14;57.59162303664922;50.50137207186165;0.0;MG;Conselheiro Pena;Conselheiro Pena - MG;0.5495867768595041;Moderado;71.07;57.14;-20.56862792813834;Risco elevado de não atingir
3523206;447;0.563131157191282;0.563131157191282;0.563131157191282;1.0;0.348993288590604;0;0.0;35;3.0;0.703;0.649;510.2;0.48;26.5;29.91;1.0;1.0;0.5193050193050193;37434748.62;0.0;37434748.62;63.77;53.17;65.1006711409396;43.686884280871794;100.0;SP;Itararé;Itararé - SP;0.743801652892562;Alto;63.77;53.17;-20.08311571912821;Risco elevado de não atingir
4106001;134;0.47746826696678735;0.47746826696678735;0.47746826696678735;0.0;0.1044776119402985;14;0.1044776119402985;41;3.0;0.668;0.562;471.57;0.5;31.2;40.28;0.6124031007751938;1.0;0.8527131782945736;7267395.62;0.0;7267395.62;72.33;41.19;89.55223880597015;52.25317330332126;0.0;PR;Congonhinhas;Congonhinhas - PR;0.5144628099173554;Moderado;72.33;41.19;-20.076826696678737;Risco elevado de não atingir
1503606;2074;0.5279984526865651;0.5279984526865651;0.5279984526865651;1.0;0.33702989392478305;0;0.0;15;3.0;0.64;0.51;440.6;0.57;32.4;35.87;0.5575730735163862;1.0;0.6984056687333924;114341168.65;110856339.73;225197508.38;67.16;59.22;66.29701060752168;47.20015473134349;100.0;PA;Itaituba;Itaituba - PA;0.6363636363636364;Moderado;67.16;59.22;-19.959845268656508;Risco elevado de não atingir
3510302;274;0.6184262862720429;0.6184262862720429;0.6184262862720429;1.0;0.4854014598540146;0;0.0;35;3.0;0.699;0.617;526.28;0.4;15.03;29.82;1.0;1.0;0.0;26773790.18;845173.72;27618963.9;58.06;47.64;51.45985401459854;38.15737137279571;100.0;SP;Capela do Alto;Capela do Alto - SP;0.8574380165289256;Alto;58.06;47.64;-19.902628627204294;Risco elevado de não atingir
1100338;423;0.5126789915782574;0.5126789915782574;0.5126789915782574;1.0;0.2624113475177305;0;0.0;11;3.0;0.587;0.424;377.34;0.52;37.26;50.09;0.7221135029354208;1.0;0.6457925636007827;28815968.1;0.0;28815968.1;68.5;45.3;73.75886524822694;48.73210084217426;100.0;RO;Nova Mamoré;Nova Mamoré - RO;0.6074380165289256;Moderado;68.5;45.3;-19.767899157825738;Risco elevado de não atingir
2110856;127;0.5143269181430282;0.5143269181430282;0.5143269181430282;1.0;0.25984251968503935;0;0.0;21;3.0;0.584;0.479;253.78;0.51;50.22;44.98;0.3486842105263157;1.0;1.0;7737565.43;8685069.88;16422635.31;68.26;42.73;74.01574803149606;48.56730818569718;100.0;MA;São Francisco do Brejão;São Francisco do Brejão - MA;0.6115702479338843;Moderado;68.26;42.73;-19.692691814302826;Risco elevado de não atingir
3303500;6798;0.7223209950010396;0.7223209950010396;0.7223209950010396;1.0;0.5892909679317446;0;0.0;33;3.0;0.713;0.641;591.0;0.48;19.29;22.75;0.5642201834862385;1.0;0.5818942255801404;359200815.37;35053628.6;394254443.97;47.44;33.42;41.070903206825534;27.767900499896037;100.0;RJ;Nova Iguaçu;Nova Iguaçu - RJ;0.9979338842975206;Alto;47.44;33.42;-19.67209950010396;Risco elevado de não atingir
4310009;189;0.5309214661162964;0.5177744399594977;0.5480767319550459;1.0;0.4444444444444444;0;0.0;43;2.0;0.765;0.671;1062.3;0.49;7.03;22.18;0.9809523809523808;1.0;1.0;16616059.32;0.0;16616059.32;66.47;55.7;55.55555555555556;46.907853388370356;100.0;RS;Ibirubá;Ibirubá - RS;0.640495867768595;Moderado;66.47;55.7;-19.562146611629643;Risco elevado de não atingir
4321451;323;0.395325607392938;0.39722184929940685;0.39722184929940685;0.0;0.3157894736842105;102;0.3157894736842105;43;3.0;0.747;0.65;854.63;0.35;0.86;24.25;1.0;1.0;0.9455587392550144;37085111.28;0.0;37085111.28;80.0;62.9;68.42105263157895;60.4674392607062;0.0;RS;Teutônia;Teutônia - RS;0.3285123966942149;Baixo;80.0;62.9;-19.5325607392938;Risco elevado de não atingir
3551009;2955;0.6459375574298304;0.6487604030469545;0.6487604030469545;1.0;0.555668358714044;0;0.0;35;3.0;0.768;0.716;789.32;0.47;11.36;16.65;0.8286284573709723;1.0;0.5400627316794981;284431839.94;0.0;284431839.94;54.93;47.93;44.43316412859561;35.40624425701696;100.0;SP;São Vicente;São Vicente - SP;0.9256198347107438;Alto;54.93;47.93;-19.52375574298304;Risco elevado de não atingir
3539103;187;0.6428518723285042;0.6428518723285042;0.6428518723285042;1.0;0.5187165775401069;0;0.0;35;3.0;0.727;0.698;546.69;0.47;16.27;20.94;1.0;1.0;0.7322033898305085;27850548.61;0.0;27850548.61;55.2;40.79;48.12834224598931;35.71481276714958;100.0;SP;Pirapora do Bom Jesus;Pirapora do Bom Jesus - SP;0.9173553719008265;Alto;55.2;40.79;-19.48518723285042;Risco elevado de não atingir
4204608;2032;0.5344201895619205;0.5326447911880259;0.5326447911880259;1.0;0.3361220472440945;0;0.0;42;3.0;0.788;0.737;1062.53;0.48;4.85;17.53;1.0;1.0;0.8919753086419753;217056816.15;2473450.82;219530266.97;65.88;59.75;66.38779527559055;46.55798104380795;100.0;SC;Criciúma;Criciúma - SC;0.6549586776859504;Moderado;65.88;59.75;-19.322018956192046;Risco elevado de não atingir
2101301;216;0.47656713448446697;0.47656713448446697;0.47656713448446697;0.0;0.12037037037037036;26;0.12037037037037036;21;3.0;0.578;0.484;230.45;0.58;61.73;38.74;0.8612244897959184;1.0;0.2408163265306122;22545127.17;36821309.16;59366436.33;71.58;57.55;87.96296296296296;52.343286551553305;0.0;MA;Bacuri;Bacuri - MA;0.512396694214876;Moderado;71.58;57.55;-19.236713448446693;Risco elevado de não atingir
2604106;3241;0.5600216306059408;0.5600216306059408;0.5600216306059408;1.0;0.3486578216599815;0;0.0;26;3.0;0.677;0.569;553.99;0.53;28.61;43.18;0.9528840662478584;1.0;0.8897772701313535;289098561.62;123123928.42;412222490.04;63.13;58.370000000000005;65.13421783400184;43.99783693940592;100.0;PE;Caruaru;Caruaru - PE;0.737603305785124;Alto;63.13;58.370000000000005;-19.13216306059408;Risco elevado de não atingir
1721000;3227;0.5339089542075386;0.5339089542075386;0.5339089542075386;1.0;0.41834521227145954;0;0.0;17;3.0;0.788;0.749;1087.35;0.58;12.15;13.16;0.8596734016053141;1.0;0.9778577359535012;411263535.96;0.0;411263535.96;65.61;56.97;58.16547877285405;46.60910457924614;100.0;TO;Palmas;Palmas - TO;0.6528925619834711;Moderado;65.61;56.97;-19.000895420753857;Risco elevado de não atingir
3546801;570;0.44204817742791513;0.44204817742791513;0.44204817742791513;0.0;0.40350877192982454;230;0.40350877192982454;35;3.0;0.738;0.689;623.11;0.45;13.8;22.37;0.957968476357268;1.0;0.5131348511383538;37741469.21;0.0;37741469.21;74.63;67.17;59.64912280701755;55.79518225720849;0.0;SP;Santa Isabel;Santa Isabel - SP;0.4380165289256198;Moderado;74.63;67.17;-18.834817742791508;Risco elevado de não atingir
3502903;345;0.5944502844288981;0.5944502844288981;0.5944502844288981;1.0;0.4434782608695652;0;0.0;35;3.0;0.776;0.723;853.87;0.52;8.57;17.96;1.0;1.0;0.2436194895591647;38032388.56;1194632.4;39227020.96;59.35;56.16;55.65217391304348;40.554971557110186;100.0;SP;Araçoiaba da Serra;Araçoiaba da Serra - SP;0.8037190082644629;Alto;59.35;56.16;-18.795028442889816;Risco elevado de não atingir
2604502;259;0.553360970225165;0.553360970225165;0.553360970225165;1.0;0.3667953667953668;0;0.0;26;3.0;0.599;0.443;341.34;0.55;51.71;56.37;0.7354085603112841;1.0;0.4435797665369649;29728005.93;16111341.25;45839347.18;63.39;58.51;63.320463320463325;44.6639029774835;100.0;PE;Chã Grande;Chã Grande - PE;0.71900826446281;Alto;63.39;58.51;-18.726097022516498;Risco elevado de não atingir
2501906;112;0.5425907794585636;0.5425907794585636;0.5425907794585636;1.0;0.4375;0;0.0;25;3.0;0.592;0.492;256.2;0.49;57.48;54.21;0.5;1.0;0.553030303030303;13081301.11;3745187.02;16826488.13;64.37;34.72;56.25;45.74092205414364;100.0;PB;Belém;Belém - PB;0.6838842975206612;Moderado;64.37;34.72;-18.629077945856366;Risco elevado de não atingir
3302403;2954;0.5220273593782266;0.5220273593782266;0.5220273593782266;1.0;0.36357481381178064;0;0.0;33;3.0;0.764;0.681;1103.42;0.56;9.0;21.12;0.7395307395307396;1.0;0.7677457677457677;239522293.16;17368067.18;256890360.34;66.41;59.46;63.64251861882193;47.797264062177334;100.0;RJ;Macaé;Macaé - RJ;0.6260330578512396;Moderado;66.41;59.46;-18.612735937822663;Risco elevado de não atingir
2400109;102;0.6298178496169694;0.6298178496169695;0.6298178496169695;1.0;0.46078431372549017;0;0.0;24;3.0;0.679;0.634;410.61;0.49;33.68;26.85;1.0;1.0;1.0;9195411.03;1711360.86;10906771.89;55.62;38.21;53.92156862745099;37.01821503830306;100.0;RN;Acari;Acari - RN;0.8822314049586777;Alto;55.62;38.21;-18.601784961696936;Risco elevado de não atingir
2601102;958;0.5399769675626678;0.5399769675626678;0.5399769675626678;1.0;0.4697286012526096;0;0.0;26;3.0;0.602;0.467;324.01;0.56;53.22;55.07;0.8809283551967709;1.0;0.2502522704339051;73615784.84;36392080.05;110007864.89;64.43;52.06;53.027139874739035;46.00230324373322;100.0;PE;Araripina;Araripina - PE;0.6714876033057852;Moderado;64.43;52.06;-18.427696756266783;Risco elevado de não atingir
4313805;101;0.3842138607823509;0.3838683535214893;0.3845662781884297;0.0;0.21782178217821782;22;0.21782178217821782;43;3.0;0.72;0.632;652.86;0.42;12.6;33.32;1.0;1.0;1.0;6824549.78;0.0;6824549.78;80.0;68.4;78.21782178217822;61.57861392176491;0.0;RS;Palmitinho;Palmitinho - RS;0.3140495867768595;Baixo;80.0;68.4;-18.421386078235088;Risco elevado de não atingir
3548500;2370;0.5460728214560239;0.5469651184189429;0.5469651184189429;0.9886075949367089;0.4751054852320675;8;0.0033755274261603376;35;3.0;0.84;0.807;1693.65;0.55;6.13;11.14;1.0;1.0;0.9992280972597452;251646875.64;0.0;251646875.64;63.79;52.77;52.48945147679325;45.39271785439761;98.8607594936709;SP;Santos;Santos - SP;0.6921487603305785;Moderado;63.79;52.77;-18.39728214560239;Risco elevado de não atingir
3526100;181;0.553128308612103;0.553128308612103;0.553128308612103;1.0;0.5248618784530387;0;0.0;35;3.0;0.7;0.637;467.35;0.49;32.37;33.84;0.8705357142857143;1.0;0.4375;13959663.28;0.0;13959663.28;63.08;55.18;47.51381215469613;44.6871691387897;100.0;SP;Juquiá;Juquiá - SP;0.7169421487603306;Alto;63.08;55.18;-18.3928308612103;Risco elevado de não atingir
3305752;380;0.5433075890789454;0.5433075890789454;0.5433075890789454;1.0;0.3868421052631579;0;0.0;33;3.0;0.654;0.548;440.84;0.42;25.8;39.79;0.828009828009828;1.0;0.9213759213759214;31673642.89;3511941.72;35185584.61;63.44;54.46;61.31578947368421;45.66924109210546;100.0;RJ;Tanguá;Tanguá - RJ;0.6900826446280992;Moderado;63.44;54.46;-17.77075890789454;Risco elevado de não atingir
3510500;1417;0.5500335545989139;0.5500335545989139;0.5500335545989139;1.0;0.43966125617501767;0;0.0;35;3.0;0.759;0.705;773.99;0.5;11.82;18.5;1.0;1.0;0.8432178508514386;160141056.09;0.0;160141056.09;62.72;58.19;56.033874382498226;44.99664454010861;100.0;SP;Caraguatatuba;Caraguatatuba - SP;0.7045454545454546;Alto;62.72;58.19;-17.723355459891387;Risco elevado de não atingir
3515186;275;0.47598341330716765;0.4763372344488829;0.4763372344488829;0.0;0.2109090909090909;58;0.2109090909090909;35;3.0;0.787;0.712;1048.6;0.57;6.55;21.43;1.0;1.0;0.6329113924050633;17844513.64;0.0;17844513.64;70.09;61.16;78.9090909090909;52.401658669283236;0.0;SP;Espírito Santo do Pinhal;Espírito Santo do Pinhal - SP;0.506198347107438;Moderado;70.09;61.16;-17.688341330716767;Risco elevado de não atingir
1506708;619;0.5481920943119534;0.5481920943119534;0.5481920943119534;1.0;0.22617124394184168;0;0.0;15;3.0;0.602;0.478;316.81;0.46;31.94;38.62;0.2759124087591241;1.0;0.5401459854014599;63039824.21;84856186.46;147896010.67;62.85;58.51;77.38287560581583;45.18079056880466;100.0;PA;Santana do Araguaia;Santana do Araguaia - PA;0.6983471074380165;Moderado;62.85;58.51;-17.66920943119534;Risco elevado de não atingir
4218707;949;0.4425417189832181;0.4548652295556376;0.4548652295556376;0.0;0.3898840885142255;370;0.3898840885142255;42;2.0;0.796;0.74;1077.62;0.47;3.46;14.75;0.9574861367837338;1.0;0.9048059149722736;55412337.89;0.0;55412337.89;73.35;68.26;61.01159114857745;55.745828101678185;0.0;SC;Tubarão;Tubarão - SC;0.44214876033057854;Moderado;73.35;68.26;-17.60417189832181;Risco elevado de não atingir
