co_municipio;quantidade_alunos;probabilidade_risco_media;probabilidade_risco_mediana;probabilidade_risco_p90;taxa_alertas;taxa_nao_alfabetizado_real;falsos_negativos;taxa_falsos_negativos;co_uf;dependencia_predominante;atlas_idhm_median;atlas_idhm_e_median;atlas_renda_pc_median;atlas_indice_gini_median;atlas_prop_pobreza_criancas_median;atlas_taxa_criancas_dom_sem_fund_median;censo_prop_mat_2ano_internet_aprendizagem_median;censo_prop_mat_2ano_alimentacao_median;censo_prop_mat_2ano_biblioteca_sala_leitura_median;fundeb_receita_contribuicao_median;fundeb_complementacao_uniao_median;fundeb_receita_total_median;indicador_meta_final_2025_median;indicador_pc_aluno_alfabetizado_2024_median;taxa_alfabetizacao_real_pct;taxa_alfabetizacao_predita_prob_pct;taxa_alertas_pct;sg_uf;no_municipio;rotulo_municipio
1100189;532;0.25905709647432995;0.25905709647432995;0.25905709647432995;0.0;0.17669172932330826;94;0.17669172932330826;11;3.0;0.71;0.613;734.76;0.54;16.46;29.97;0.9275929549902152;1.0;0.62426614481409;37114049.21;0.0;37114049.21;72.95;81.06;82.33082706766918;74.094290352567;0.0;RO;Pimenta Bueno;Pimenta Bueno - RO
1100254;212;0.3082715946780842;0.31097739299210136;0.31097739299210136;0.0;0.1792452830188679;38;0.1792452830188679;11;3.0;0.664;0.55;520.2;0.53;29.23;40.56;0.9055793991416308;1.0;0.96137339055794;13279811.14;0.0;13279811.14;68.1;71.14;82.0754716981132;69.17284053219159;0.0;RO;Presidente Médici;Presidente Médici - RO
1100338;423;0.5126789915782574;0.5126789915782574;0.5126789915782574;1.0;0.2624113475177305;0;0.0;11;3.0;0.587;0.424;377.34;0.52;37.26;50.09;0.7221135029354208;1.0;0.6457925636007827;28815968.1;0.0;28815968.1;68.5;45.3;73.75886524822694;48.73210084217426;100.0;RO;Nova Mamoré;Nova Mamoré - RO
1100403;173;0.36448931397046713;0.36448931397046713;0.36448931397046713;0.0;0.23699421965317918;41;0.23699421965317918;11;3.0;0.625;0.457;498.49;0.54;26.31;50.2;1.0;1.0;0.1034482758620689;13747593.5;259647.41;14007240.91;67.51;60.45;76.30057803468209;63.551068602953286;0.0;RO;Alto Paraíso;Alto Paraíso - RO
1100601;69;0.2879341443168575;0.2879341443168575;0.2879341443168575;0.0;0.10144927536231885;7;0.10144927536231885;11;3.0;0.646;0.506;499.93;0.56;34.14;52.47;0.9367088607594936;1.0;0.240506329113924;4732531.5;81026.64;4813558.14;62.92;78.84;89.85507246376811;71.20658556831425;0.0;RO;Cacaulândia;Cacaulândia - RO
1101203;81;0.28311799562753803;0.28311799562753803;0.28311799562753803;0.0;0.16049382716049382;13;0.16049382716049382;11;3.0;0.638;0.518;448.38;0.54;34.23;38.15;0.1428571428571428;1.0;1.0;8365490.21;148529.57;8514019.78;74.81;69.17;83.9506172839506;71.6882004372462;0.0;RO;Ministro Andreazza;Ministro Andreazza - RO
1101484;79;0.28841100545000475;0.28841100545000475;0.28841100545000475;0.0;0.16455696202531644;13;0.16455696202531644;11;3.0;0.649;0.571;368.24;0.47;32.67;40.7;0.2419354838709677;1.0;1.0;4494408.95;0.0;4494408.95;62.05;78.36;83.54430379746836;71.15889945499953;0.0;RO;São Felipe D'Oeste;São Felipe D'Oeste - RO
1101807;91;0.48883399419456897;0.48883399419456897;0.48883399419456897;0.0;0.2087912087912088;19;0.2087912087912088;11;3.0;0.627;0.485;432.03;0.59;37.45;43.09;1.0;1.0;0.8024691358024691;7627916.26;116974.26;7744890.52;63.63;44.06;79.12087912087912;51.11660058054311;0.0;RO;Vale do Paraíso;Vale do Paraíso - RO
1200351;157;0.37850831789015704;0.37850831789015704;0.37850831789015704;0.0;0.2356687898089172;37;0.2356687898089172;12;3.0;0.501;0.361;157.27;0.59;70.49;64.06;0.0362694300518134;1.0;0.0;43809998.78;6111252.63;49921251.41;66.11;62.82;76.43312101910828;62.14916821098429;0.0;AC;Marechal Thaumaturgo;Marechal Thaumaturgo - AC
1300060;116;0.41944320221951015;0.41944320221951015;0.41944320221951015;0.0;0.2413793103448276;28;0.2413793103448276;13;3.0;0.56;0.455;178.69;0.64;70.93;54.52;0.5083612040133779;1.0;0.3645484949832775;15772816.86;13697178.19;29469995.05;68.27;64.58;75.86206896551724;58.05567977804898;0.0;AM;Amaturá;Amaturá - AM
1300201;232;0.3153619673512753;0.3164756483813649;0.3164756483813649;0.0;0.3275862068965517;76;0.3275862068965517;13;3.0;0.45;0.259;159.21;0.65;72.37;67.89;0.3843843843843844;1.0;0.036036036036036;22327286.42;30077059.93;52404346.35;62.63;84.07000000000001;67.24137931034483;68.46380326487247;0.0;AM;Atalaia do Norte;Atalaia do Norte - AM
1300300;661;0.617692403074201;0.6356955662485244;0.6356955662485244;1.0;0.5824508320726173;0;0.0;13;3.0;0.577;0.446;228.43;0.59;61.72;43.9;0.4325842696629213;1.0;0.3370786516853932;39502365.74;34916808.61;74419174.35;;;41.75491679273827;38.230759692579895;100.0;AM;Autazes;Autazes - AM
1300631;328;0.580148974339908;0.5955703759264348;0.5955703759264348;1.0;0.1951219512195122;0;0.0;13;3.0;0.506;0.346;193.4;0.65;72.5;61.46;0.5359019264448336;1.0;0.3607705779334501;27822031.84;23335940.83;51157972.67;;;80.48780487804879;41.9851025660092;100.0;AM;Beruri;Beruri - AM
1301001;406;0.5134781434730388;0.5291144346702892;0.5291144346702892;0.6231527093596059;0.39655172413793105;39;0.0960591133004926;13;3.0;0.549;0.416;222.32;0.54;57.02;53.89;0.5665529010238908;1.0;0.4249146757679181;25242550.12;23161068.88;48403619.0;57.96;49.19;60.3448275862069;48.652185652696126;62.315270935960584;AM;Carauari;Carauari - AM
1301209;992;0.6421056014869656;0.668470047183652;0.668470047183652;1.0;0.530241935483871;0;0.0;13;3.0;0.586;0.425;347.2;0.64;46.63;46.39;0.5531914893617021;1.0;0.7175348495964784;54727317.59;30640569.09;85367886.68;51.74;32.72;46.9758064516129;35.78943985130344;100.0;AM;Coari;Coari - AM
1301407;482;0.5793969110219637;0.5510544167435047;0.6218372262886716;1.0;0.5311203319502075;0;0.0;13;2.0;0.563;0.431;241.86;0.62;67.85;57.9;0.2402234636871508;1.0;0.5349162011173184;31170175.2;24693665.98;55863841.18;;;46.88796680497925;42.06030889780364;100.0;AM;Eirunepé;Eirunepé - AM
1301506;227;0.6502730135688477;0.6215107789458106;0.6825297252956182;1.0;0.21585903083700442;0;0.0;13;2.0;0.509;0.349;204.98;0.64;68.11;62.23;0.0;1.0;0.1046831955922865;18061978.23;18759584.14;36821562.37;27.7;19.3;78.41409691629956;34.97269864311523;100.0;AM;Envira;Envira - AM
1302504;1362;0.6501636833561216;0.6617080882660676;0.6617080882660676;1.0;0.4588839941262849;0;0.0;13;3.0;0.614;0.481;342.58;0.56;47.3;39.86;0.6081081081081081;1.0;0.4048648648648648;88708811.13;76852602.3;165561413.43;55.57;37.28;54.11160058737151;34.983631664387836;100.0;AM;Manacapuru;Manacapuru - AM
1303502;226;0.5419562230908919;0.5419562230908919;0.5419562230908919;1.0;0.5132743362831859;0;0.0;13;3.0;0.496;0.317;218.21;0.72;73.81;62.31;0.116580310880829;1.0;0.2901554404145077;17723420.52;14808181.57;32531602.09;51.88;48.43;48.67256637168141;45.80437769091081;100.0;AM;Pauini;Pauini - AM
1303569;372;0.5675896659079775;0.5675896659079775;0.5675896659079775;1.0;0.5080645161290323;0;0.0;13;3.0;0.611;0.493;315.24;0.55;44.45;36.4;0.3903966597077244;1.0;0.3924843423799583;30183145.48;25256114.43;55439259.91;49.09;46.76;49.193548387096776;43.241033409202245;100.0;AM;Rio Preto da Eva;Rio Preto da Eva - AM
1304237;331;0.6471977592103977;0.6471977592103977;0.6471977592103977;1.0;0.4471299093655589;0;0.0;13;3.0;0.548;0.416;189.15;0.54;57.55;45.55;0.3580246913580246;1.0;0.1111111111111111;26023657.12;26113161.23;52136818.35;56.94;30.02;55.2870090634441;35.28022407896023;100.0;AM;Tonantins;Tonantins - AM
1400159;320;0.6515514439668042;0.6603877834026665;0.6603877834026665;1.0;0.659375;0;0.0;14;3.0;0.626;0.509;329.22;0.72;66.34;47.1;0.0389344262295082;1.0;0.2807377049180328;34757040.44;531662.66;35288703.1;;;34.06249999999999;34.84485560331958;100.0;RR;Bonfim;Bonfim - RR
1400308;237;0.6260594275352994;0.6260594275352994;0.6260594275352994;1.0;0.510548523206751;0;0.0;14;3.0;0.665;0.547;487.66;0.71;45.15;38.89;0.0;1.0;0.7167487684729064;34955913.35;2541124.55;37497037.9;;;48.9451476793249;37.394057246470055;100.0;RR;Mucajaí;Mucajaí - RR
1400605;109;0.5992032865848818;0.5992032865848816;0.5992032865848816;1.0;0.41284403669724773;0;0.0;14;3.0;0.649;0.574;344.73;0.55;40.26;28.32;0.8582677165354331;1.0;0.8267716535433071;14126294.42;567518.66;14693813.08;;;58.71559633027523;40.079671341511826;100.0;RR;São Luiz;São Luiz - RR
1500107;1500;0.6960612144261709;0.6960612144261709;0.6960612144261709;1.0;0.5273333333333333;0;0.0;15;3.0;0.628;0.537;293.01;0.53;51.18;38.08;0.420489977728285;1.0;0.6204899777282851;103183561.18;127698715.88;230882277.06;52.46;35.85;47.266666666666666;30.393878557382912;100.0;PA;Abaetetuba;Abaetetuba - PA
1501204;413;0.6216308300745121;0.6216308300745121;0.6216308300745121;1.0;0.47699757869249393;0;0.0;15;3.0;0.578;0.467;226.99;0.53;57.94;44.92;0.4133333333333333;1.0;0.3638095238095238;35243879.35;36707496.68;71951376.03;42.66;38.16;52.300242130750604;37.83691699254879;100.0;PA;Baião;Baião - PA
1501253;52;0.46079735943466915;0.46079735943466915;0.46079735943466915;0.0;0.4230769230769231;22;0.4230769230769231;15;3.0;0.594;0.42;416.31;0.62;47.75;55.98;0.0;1.0;0.0;3471468.1;2063509.98;5534978.08;53.57;47.37;57.692307692307686;53.920264056533085;0.0;PA;Bannach;Bannach - PA
1501303;1434;0.6409191178763918;0.6409191178763918;0.6409191178763918;1.0;0.48535564853556484;0;0.0;15;3.0;0.662;0.564;437.43;0.55;34.88;28.86;0.8713080168776371;1.0;0.679324894514768;106079100.26;56644870.81;162723971.07;57.38;39.5;51.46443514644352;35.90808821236082;100.0;PA;Barcarena;Barcarena - PA
1501782;606;0.5670849018503131;0.5670849018503131;0.5670849018503131;1.0;0.4438943894389439;0;0.0;15;3.0;0.568;0.422;252.31;0.53;55.02;53.28;0.1712962962962963;1.0;0.8657407407407407;42297607.51;39310410.51;81608018.02;45.82;50.55;55.61056105610561;43.291509814968684;100.0;PA;Breu Branco;Breu Branco - PA
1501907;244;0.5203359173921136;0.5203359173921136;0.5203359173921136;1.0;0.35655737704918034;0;0.0;15;3.0;0.552;0.437;174.18;0.52;62.23;46.27;0.5098039215686274;1.0;0.6928104575163399;31657713.77;29287461.08;60945174.85;60.73;51.61;64.34426229508196;47.96640826078864;100.0;PA;Bujaru;Bujaru - PA
1502202;766;0.4881982567517327;0.48934435897580886;0.48934435897580886;0.0;0.34986945169712796;268;0.34986945169712796;15;3.0;0.655;0.58;356.27;0.53;43.78;34.07;0.4540942928039702;1.0;0.3722084367245657;31826118.22;28013190.48;59839308.7;67.83;59.49;65.0130548302872;51.18017432482673;0.0;PA;Capanema;Capanema - PA
1502764;172;0.5329288173921282;0.5329288173921282;0.5329288173921282;1.0;0.26744186046511625;0;0.0;15;3.0;0.55;0.33;417.06;0.64;50.77;64.0;0.7467248908296943;1.0;0.6724890829694323;15184228.72;17293331.81;32477560.53;59.86;45.2;73.25581395348837;46.70711826078718;100.0;PA;Cumaru do Norte;Cumaru do Norte - PA
1502772;310;0.41520730251470567;0.4152073025147057;0.4152073025147057;0.0;0.2064516129032258;64;0.2064516129032258;15;3.0;0.636;0.536;319.35;0.54;44.42;35.37;0.7988165680473372;1.0;0.1715976331360946;27803895.72;33439491.66;61243387.38;60.3;72.88;79.35483870967742;58.47926974852944;0.0;PA;Curionópolis;Curionópolis - PA
1502905;302;0.644517995463521;0.644517995463521;0.644517995463521;1.0;0.46357615894039733;0;0.0;15;3.0;0.582;0.48;233.96;0.56;61.93;39.38;0.3545454545454545;1.0;0.16;32589521.97;34840207.65;67429729.62;45.47;33.480000000000004;53.642384105960275;35.54820045364791;100.0;PA;Curuçá;Curuçá - PA
1503002;148;0.5097081170022626;0.5097081170022626;0.5097081170022626;1.0;0.31756756756756754;0;0.0;15;3.0;0.563;0.47;180.47;0.56;65.44;46.05;0.0;1.0;0.0;11144941.27;15799827.98;26944769.25;60.49;51.79;68.24324324324324;49.02918829977374;100.0;PA;Faro;Faro - PA
1503044;294;0.4279922992853278;0.4279922992853278;0.4279922992853278;0.0;0.2925170068027211;86;0.2925170068027211;15;3.0;0.583;0.437;283.57;0.62;56.36;49.35;0.4814814814814814;1.0;0.4646464646464646;17472696.03;12558212.89;30030908.92;58.23;67.37;70.74829931972789;57.20077007146722;0.0;PA;Floresta do Araguaia;Floresta do Araguaia - PA
1503606;2074;0.5279984526865651;0.5279984526865651;0.5279984526865651;1.0;0.33702989392478305;0;0.0;15;3.0;0.64;0.51;440.6;0.57;32.4;35.87;0.5575730735163862;1.0;0.6984056687333924;114341168.65;110856339.73;225197508.38;67.16;59.22;66.29701060752168;47.20015473134349;100.0;PA;Itaituba;Itaituba - PA
1504059;359;0.5742436934277642;0.5742436934277642;0.5742436934277642;1.0;0.3871866295264624;0;0.0;15;3.0;0.599;0.458;367.01;0.58;50.0;52.68;0.3364705882352941;1.0;0.7717647058823529;33156786.5;36348844.42;69505630.92;56.63;46.97;61.281337047353766;42.575630657223584;100.0;PA;Mãe do Rio;Mãe do Rio - PA
1504406;224;0.5601762333151974;0.5601762333151974;0.5601762333151974;1.0;0.5267857142857143;0;0.0;15;3.0;0.609;0.521;277.01;0.54;56.7;38.99;0.4767441860465116;1.0;0.311046511627907;22308680.47;20927152.45;43235832.92;43.72;45.42;47.32142857142857;43.98237666848026;100.0;PA;Marapanim;Marapanim - PA
1504505;474;0.5003632930941052;0.5003632930941052;0.5003632930941052;1.0;0.6265822784810127;0;0.0;15;3.0;0.418;0.207;135.21;0.55;79.56;80.91;0.1019830028328611;1.0;0.405099150141643;42753829.81;46052841.72;88806671.53;51.16;28.64;37.34177215189873;49.96367069058948;100.0;PA;Melgaço;Melgaço - PA
1504976;171;0.5088818524382586;0.5088818524382586;0.5088818524382586;1.0;0.3216374269005848;0;0.0;15;3.0;0.581;0.435;315.1;0.59;57.06;53.11;0.0518518518518518;1.0;0.2555555555555555;12045855.66;10426450.08;22472305.74;55.82;52.55;67.83625730994152;49.11181475617414;100.0;PA;Nova Ipixuna;Nova Ipixuna - PA
1505205;483;0.7128770570441405;0.7128770570441405;0.7128770570441405;1.0;0.6459627329192547;0;0.0;15;3.0;0.507;0.344;181.86;0.56;67.49;64.78;0.1948640483383685;1.0;0.5981873111782477;44696101.52;43360267.46;88056368.98;34.05;31.03;35.40372670807454;28.71229429558595;100.0;PA;Oeiras do Pará;Oeiras do Pará - PA
1505494;75;0.5546228843286893;0.5546228843286893;0.5546228843286893;1.0;0.44;0;0.0;15;3.0;0.589;0.467;284.54;0.55;47.97;42.24;0.1;1.0;0.2;6558719.66;5945006.9;12503726.56;47.9;44.75;56.00000000000001;44.53771156713107;100.0;PA;Palestina do Pará;Palestina do Pará - PA
1505536;3266;0.5939707101250967;0.5939707101250967;0.5939707101250967;1.0;0.4112063686466626;0;0.0;15;3.0;0.715;0.644;627.61;0.53;20.58;24.88;0.859322974472808;1.0;0.7491675915649278;207604443.53;118111191.92;325715635.45;62.71;49.49;58.87936313533374;40.60292898749033;100.0;PA;Parauapebas;Parauapebas - PA
1506708;619;0.5481920943119534;0.5481920943119534;0.5481920943119534;1.0;0.22617124394184168;0;0.0;15;3.0;0.602;0.478;316.81;0.46;31.94;38.62;0.2759124087591241;1.0;0.5401459854014599;63039824.21;84856186.46;147896010.67;62.85;58.51;77.38287560581583;45.18079056880466;100.0;PA;Santana do Araguaia;Santana do Araguaia - PA
1507474;204;0.5899670660863232;0.5899670660863232;0.5899670660863232;1.0;0.4362745098039216;0;0.0;15;3.0;0.539;0.393;215.54;0.58;67.18;52.95;0.3817567567567567;1.0;0.7398648648648649;18824986.54;14462883.72;33287870.26;44.66;40.76;56.372549019607845;41.00329339136768;100.0;PA;São João de Pirabas;São João de Pirabas - PA
1507755;96;0.3364841828779978;0.33648418287799775;0.33648418287799775;0.0;0.28125;27;0.28125;15;3.0;0.59;0.405;426.86;0.52;37.08;52.4;0.0;1.0;0.0;7710074.14;6427391.74;14137465.88;79.91;71.84;71.875;66.35158171220021;0.0;PA;Sapucaia;Sapucaia - PA
1507805;351;0.6356450203691069;0.6356450203691069;0.6356450203691069;1.0;0.4017094017094017;0;0.0;15;3.0;0.514;0.338;219.97;0.54;63.02;65.17;0.7958412098298677;1.0;0.8960302457466919;29838435.57;36943971.79;66782407.36;47.44;35.9;59.82905982905983;36.43549796308931;100.0;PA;Senador José Porfírio;Senador José Porfírio - PA
1508159;450;0.42156280958474535;0.42156280958474535;0.42156280958474535;0.0;0.40444444444444444;182;0.40444444444444444;15;3.0;0.589;0.42;353.67;0.57;40.01;46.98;0.4149659863945578;1.0;0.4580498866213152;53965178.48;57814085.78;111779264.26;70.15;60.84;59.555555555555564;57.84371904152547;0.0;PA;Uruará;Uruará - PA
1508209;550;0.6226579616897914;0.6226579616897914;0.6226579616897914;1.0;0.24181818181818182;0;0.0;15;3.0;0.617;0.516;323.12;0.5;43.67;43.13;0.1661129568106312;1.0;0.3787375415282392;29718736.81;34706486.9;64425223.71;44.6;37.71;75.81818181818181;37.734203831020864;100.0;PA;Vigia;Vigia - PA
1508357;288;0.4046494161366808;0.4046494161366808;0.4046494161366808;0.0;0.19791666666666666;57;0.19791666666666666;15;3.0;0.596;0.451;323.18;0.6;52.7;44.49;0.7313432835820896;1.0;0.9343283582089552;19688247.17;11471565.03;31159812.2;66.91;70.18;80.20833333333334;59.53505838633192;0.0;PA;Vitória do Xingu;Vitória do Xingu - PA
1600105;148;0.6674843384660476;0.6642631624574129;0.6642631624574129;1.0;0.5675675675675675;0;0.0;16;3.0;0.642;0.532;406.9;0.66;53.76;41.97;0.0;1.0;0.0625;11686935.13;0.0;11686935.13;45.79;19.03;43.24324324324324;33.25156615339524;100.0;AP;Amapá;Amapá - AP
1600204;209;0.5475176550443541;0.5426813040448258;0.5426813040448258;1.0;0.5167464114832536;0;0.0;16;3.0;0.643;0.55;417.71;0.67;52.54;28.33;0.0;1.0;0.4669603524229075;15597306.9;0.0;15597306.9;48.89;39.25;48.325358851674636;45.24823449556459;100.0;AP;Calçoene;Calçoene - AP
1600600;1660;0.5144962175998377;0.5055686868416878;0.5381394583988939;1.0;0.286144578313253;0;0.0;16;3.0;0.692;0.638;469.24;0.55;34.48;22.02;0.6177951874650252;1.0;0.204252937884723;104325821.27;1434398.81;105760220.08;53.95;55.32;71.3855421686747;48.55037824001624;100.0;AP;Santana;Santana - AP
1701101;85;0.6179289516986721;0.6179289516986721;0.6179289516986721;1.0;0.29411764705882354;0;0.0;17;3.0;0.651;0.588;320.54;0.48;43.34;44.58;1.0;1.0;1.0;8451152.89;157892.14;8609045.03;44.85;35.78;70.58823529411764;38.207104830132785;100.0;TO;Aparecida do Rio Negro;Aparecida do Rio Negro - TO
1702208;392;0.5766718303077819;0.5766718303077819;0.5766718303077819;1.0;0.36989795918367346;0;0.0;17;3.0;0.631;0.525;342.07;0.57;47.8;39.72;0.5320855614973262;1.0;0.3449197860962567;34780886.98;0.0;34780886.98;48.97;50.5;63.01020408163265;42.33281696922181;100.0;TO;Araguatins;Araguatins - TO
1703107;69;0.48258789967071747;0.48258789967071747;0.48258789967071747;0.0;0.391304347826087;27;0.391304347826087;17;3.0;0.642;0.541;335.26;0.44;39.08;40.99;1.0;1.0;1.0;6283341.79;52206.89;6335548.68;66.14;49.74;60.86956521739131;51.74121003292825;0.0;TO;Barrolândia;Barrolândia - TO
1703602;19;0.3866603613316163;0.3866603613316163;0.3866603613316163;0.0;0.6842105263157895;13;0.6842105263157895;17;3.0;0.684;0.601;428.48;0.53;32.09;34.21;1.0;1.0;0.8571428571428571;2814411.64;43807.55;2858219.19;44.56;68.9;31.57894736842105;61.33396386683837;0.0;TO;Brasilândia do Tocantins;Brasilândia do Tocantins - TO
1704600;23;0.5890572357931524;0.5890572357931524;0.5890572357931524;1.0;0.391304347826087;0;0.0;17;3.0;0.619;0.529;376.48;0.51;29.73;36.84;1.0;1.0;1.0;2636782.92;40532.58;2677315.5;59.77;6.25;60.86956521739131;41.094276420684764;100.0;TO;Chapada de Areia;Chapada de Areia - TO
1705607;55;0.607571418333412;0.607571418333412;0.607571418333412;1.0;0.45454545454545453;0;0.0;17;3.0;0.592;0.478;310.96;0.55;49.35;49.13;1.0;1.0;1.0;6880844.51;250188.24;7131032.75;42.73;35.800000000000004;54.54545454545454;39.2428581666588;100.0;TO;Conceição do Tocantins;Conceição do Tocantins - TO
1706506;91;0.5295928018991585;0.5295928018991585;0.5295928018991585;1.0;0.4725274725274725;0;0.0;17;3.0;0.581;0.429;327.64;0.51;41.72;45.65;0.9523809523809524;1.0;0.0;5920582.63;173457.88;6094040.51;45.8;45.61;52.74725274725275;47.040719810084155;100.0;TO;Darcinópolis;Darcinópolis - TO
1710706;69;0.6749541193845598;0.6749541193845598;0.6749541193845598;1.0;0.5652173913043478;0;0.0;17;3.0;0.616;0.511;281.62;0.57;57.51;51.36;0.1408450704225352;1.0;0.5211267605633803;9778286.97;73474.94;9851761.91;46.88;18.09;43.47826086956522;32.50458806154401;100.0;TO;Itaguatins;Itaguatins - TO
1711100;35;0.5342814203895114;0.5342814203895114;0.5342814203895114;1.0;0.42857142857142855;0;0.0;17;3.0;0.65;0.531;363.13;0.44;27.82;35.07;1.0;1.0;1.0;3265589.62;59450.36;3325039.98;69.25;24.0;57.14285714285714;46.571857961048856;100.0;TO;Itaporã do Tocantins;Itaporã do Tocantins - TO
1712009;60;0.5967886432332306;0.5967886432332306;0.5967886432332306;1.0;0.4;0;0.0;17;3.0;0.675;0.573;527.21;0.58;28.5;30.51;1.0;1.0;0.8490566037735849;7716705.56;153345.71;7870051.27;52.99;38.15;60.0;40.321135676676946;100.0;TO;Lajeado;Lajeado - TO
1712454;36;0.5079332423940628;0.5079332423940628;0.5079332423940628;1.0;0.3611111111111111;0;0.0;17;3.0;0.639;0.605;319.83;0.49;37.11;24.69;1.0;1.0;0.0;3756786.38;0.0;3756786.38;40.4;48.91;63.888888888888886;49.20667576059372;100.0;TO;Luzinópolis;Luzinópolis - TO
1713601;92;0.6154155772132067;0.6154155772132067;0.6154155772132067;1.0;0.532608695652174;0;0.0;17;3.0;0.622;0.489;351.96;0.62;51.62;37.83;0.9540229885057472;1.0;0.2528735632183908;8632243.44;0.0;8632243.44;73.1;19.71;46.7391304347826;38.45844227867933;100.0;TO;Monte do Carmo;Monte do Carmo - TO
1714880;161;0.6165939728098913;0.6165939728098913;0.6165939728098913;1.0;0.5341614906832298;0;0.0;17;3.0;0.631;0.535;365.84;0.52;38.77;39.11;1.0;1.0;0.4946236559139785;15230955.39;63013.14;15293968.53;40.82;40.7;46.58385093167702;38.340602719010874;100.0;TO;Nova Olinda;Nova Olinda - TO
1716109;649;0.4526566335658454;0.4526566335658454;0.4526566335658454;0.0;0.18489984591679506;120;0.18489984591679506;17;3.0;0.764;0.706;899.57;0.62;10.75;20.85;0.8573551263001485;1.0;1.0;47417002.7;1131945.6;48548948.3;66.87;63.45;81.51001540832048;54.73433664341546;0.0;TO;Paraíso do Tocantins;Paraíso do Tocantins - TO
1718402;44;0.35604594968743875;0.35604594968743875;0.35604594968743875;0.0;0.29545454545454547;13;0.29545454545454547;17;3.0;0.669;0.582;398.02;0.51;34.89;33.4;1.0;1.0;1.0;3076412.43;44077.26;3120489.69;72.77;57.83;70.45454545454545;64.39540503125613;0.0;TO;Presidente Kennedy;Presidente Kennedy - TO
1718501;43;0.5403280837882267;0.5403280837882267;0.5403280837882267;1.0;0.46511627906976744;0;0.0;17;3.0;0.5;0.345;168.85;0.64;75.04;65.68;0.9047619047619048;1.0;0.0;6856369.39;180547.23;7036916.62;14.48;50.29;53.48837209302326;45.96719162117733;100.0;TO;Recursolândia;Recursolândia - TO
1720655;78;0.5851406488489059;0.5851406488489059;0.5851406488489059;1.0;0.3974358974358974;0;0.0;17;3.0;0.675;0.592;423.43;0.56;37.46;27.97;1.0;1.0;0.9761904761904762;6274128.17;0.0;6274128.17;48.64;37.39;60.25641025641026;41.485935115109406;100.0;TO;Silvanópolis;Silvanópolis - TO
1720804;106;0.5427323011795575;0.5427323011795575;0.5427323011795575;1.0;0.42452830188679247;0;0.0;17;3.0;0.604;0.526;245.11;0.56;58.75;47.1;0.8333333333333334;1.0;0.12;22753419.26;3005949.47;25759368.73;52.31;50.64;57.54716981132076;45.72676988204425;100.0;TO;Sítio Novo do Tocantins;Sítio Novo do Tocantins - TO
1721000;3227;0.5339089542075386;0.5339089542075386;0.5339089542075386;1.0;0.41834521227145954;0;0.0;17;3.0;0.788;0.749;1087.35;0.58;12.15;13.16;0.8596734016053141;1.0;0.9778577359535012;411263535.96;0.0;411263535.96;65.61;56.97;58.16547877285405;46.60910457924614;100.0;TO;Palmas;Palmas - TO
2100204;152;0.37741225647452026;0.37741225647452026;0.37741225647452026;0.0;0.34868421052631576;53;0.34868421052631576;21;3.0;0.573;0.475;209.27;0.59;67.97;42.95;0.6008403361344538;1.0;0.2352941176470588;16623531.35;19447820.24;36071351.59;75.46;70.97;65.13157894736842;62.258774352547974;0.0;MA;Alcântara;Alcântara - MA
2100477;382;0.5120219492699366;0.5120219492699366;0.5120219492699366;1.0;0.2801047120418848;0;0.0;21;3.0;0.558;0.483;144.91;0.57;76.49;52.55;0.9883177570093458;1.0;0.677570093457944;31074690.31;42460965.33;73535655.64;49.66;56.29;71.98952879581152;48.79780507300634;100.0;MA;Alto Alegre do Pindaré;Alto Alegre do Pindaré - MA
2100709;174;0.4992514069031309;0.49925140690313086;0.49925140690313086;0.0;0.1724137931034483;30;0.1724137931034483;21;3.0;0.581;0.492;207.65;0.6;69.99;56.18;0.1178082191780822;1.0;0.3068493150684931;20854704.59;27783063.68;48637768.27;75.01;41.33;82.75862068965517;50.074859309686914;0.0;MA;Anajatuba;Anajatuba - MA
2101103;81;0.3348952637140755;0.3348952637140755;0.3348952637140755;0.0;0.2345679012345679;19;0.2345679012345679;21;3.0;0.641;0.634;223.51;0.54;65.74;25.73;0.0;1.0;0.1366120218579235;10200200.77;12662723.01;22862923.78;80.0;71.88;76.54320987654322;66.51047362859245;0.0;MA;Axixá;Axixá - MA
2101301;216;0.47656713448446697;0.47656713448446697;0.47656713448446697;0.0;0.12037037037037036;26;0.12037037037037036;21;3.0;0.578;0.484;230.45;0.58;61.73;38.74;0.8612244897959184;1.0;0.2408163265306122;22545127.17;36821309.16;59366436.33;71.58;57.55;87.96296296296296;52.343286551553305;0.0;MA;Bacuri;Bacuri - MA
2101400;1289;0.636817070178106;0.636817070178106;0.636817070178106;1.0;0.46314972847168345;0;0.0;21;3.0;0.687;0.597;531.6;0.58;30.79;35.86;0.7327905255366395;1.0;0.6402664692820134;63272090.04;55259305.08;118531395.12;52.53;39.54;53.68502715283165;36.318292982189405;100.0;MA;Balsas;Balsas - MA
2101707;728;0.3536652949759216;0.3536652949759216;0.3536652949759216;0.0;0.17582417582417584;128;0.17582417582417584;21;3.0;0.57;0.479;197.08;0.61;65.66;56.71;0.3223854796888504;1.0;0.4883318928262748;58762657.28;75000743.19;133763400.47;60.01;78.52;82.41758241758241;64.63347050240785;0.0;MA;Barreirinhas;Barreirinhas - MA
