co_municipio;quantidade_alunos;probabilidade_risco_media;probabilidade_risco_mediana;probabilidade_risco_p90;taxa_alertas;taxa_nao_alfabetizado_real;falsos_negativos;taxa_falsos_negativos;co_uf;dependencia_predominante;atlas_idhm_median;atlas_idhm_e_median;atlas_renda_pc_median;atlas_indice_gini_median;atlas_prop_pobreza_criancas_median;atlas_taxa_criancas_dom_sem_fund_median;censo_prop_mat_2ano_internet_aprendizagem_median;censo_prop_mat_2ano_alimentacao_median;censo_prop_mat_2ano_biblioteca_sala_leitura_median;fundeb_receita_contribuicao_median;fundeb_complementacao_uniao_median;fundeb_receita_total_median;indicador_meta_final_2025_median;indicador_pc_aluno_alfabetizado_2024_median;taxa_alfabetizacao_real_pct;taxa_alfabetizacao_predita_prob_pct;taxa_alertas_pct;sg_uf;no_municipio;rotulo_municipio
2404705;123;0.6333375892507194;0.6379960405493177;0.6379960405493177;1.0;0.6341463414634146;0;0.0;24;3.0;0.603;0.518;273.8;0.48;51.11;43.49;0.7142857142857143;1.0;0.7916666666666666;14283809.68;936904.25;15220713.93;28.51;43.03;36.58536585365854;36.66624107492807;100.0;RN;Ipanguaçu;Ipanguaçu - RN
2404853;77;0.6124184768454861;0.6124184768454861;0.6124184768454861;1.0;0.33766233766233766;0;0.0;24;3.0;0.624;0.539;306.0;0.42;40.44;42.96;1.0;1.0;0.6222222222222222;10250134.78;3482205.54;13732340.32;64.47;40.01;66.23376623376623;38.75815231545139;100.0;RN;Itajá;Itajá - RN
2404903;61;0.47256981429187805;0.48467408219234764;0.48467408219234764;0.0;0.4262295081967213;26;0.4262295081967213;24;3.0;0.614;0.542;310.63;0.48;46.14;38.47;1.0;1.0;0.9814814814814816;5766985.82;1246153.1;7013138.92;61.78;51.63;57.377049180327866;52.7430185708122;0.0;RN;Itaú;Itaú - RN
2406809;46;0.542733628858713;0.542733628858713;0.542733628858713;1.0;0.30434782608695654;0;0.0;24;3.0;0.625;0.568;258.98;0.45;52.37;37.24;0.8727272727272727;1.0;0.0;8639386.62;2380614.84;11020001.46;53.62;47.42;69.56521739130434;45.7266371141287;100.0;RN;Lajes Pintadas;Lajes Pintadas - RN
2407005;97;0.7074214404031577;0.7157671149847167;0.7157671149847167;1.0;0.4639175257731959;0;0.0;24;3.0;0.608;0.531;237.26;0.55;60.55;43.77;0.28;1.0;0.28;11323110.36;3188521.1;14511631.46;41.52;26.6;53.608247422680414;29.257855959684232;100.0;RN;Luís Gomes;Luís Gomes - RN
2407609;31;0.671261921881268;0.671261921881268;0.671261921881268;1.0;0.6774193548387096;0;0.0;24;3.0;0.644;0.565;350.8;0.44;36.57;41.72;0.0;1.0;1.0;3801505.0;428006.13;4229511.13;32.5;26.32;32.25806451612904;32.8738078118732;100.0;RN;Messias Targino;Messias Targino - RN
2408102;4014;0.5587221386753556;0.5684598817892148;0.5684598817892148;1.0;0.5742401594419532;0;0.0;24;3.0;0.763;0.694;950.34;0.61;19.91;21.16;0.9004803073967339;1.0;0.9650336215177714;378388114.48;7897804.71;386285919.19;;;42.57598405580468;44.12778613246444;100.0;RN;Natal;Natal - RN
2409803;116;0.7106125374936136;0.7216080745329135;0.7216080745329135;1.0;0.7155172413793104;0;0.0;24;3.0;0.568;0.442;263.8;0.51;57.72;52.08;0.5637583892617449;1.0;0.3355704697986577;17423633.46;0.0;17423633.46;32.33;23.56;28.44827586206896;28.938746250638637;100.0;RN;Pedro Velho;Pedro Velho - RN
2410306;94;0.6397146041703541;0.6397146041703541;0.6397146041703541;1.0;0.6170212765957447;0;0.0;24;3.0;0.563;0.453;247.77;0.56;62.57;57.56;0.3846153846153846;1.0;0.5615384615384615;18098519.66;6644916.7;24743436.36;;;38.297872340425535;36.02853958296459;100.0;RN;Serra Caiada;Serra Caiada - RN
2410405;141;0.6045005976949842;0.6074823183726569;0.6074823183726569;1.0;0.49645390070921985;0;0.0;24;3.0;0.567;0.456;198.93;0.53;69.93;45.84;0.84375;1.0;0.9765625;11409327.89;1696777.11;13106105.0;49.56;36.22;50.35460992907801;39.549940230501576;100.0;RN;Pureza;Pureza - RN
2411205;347;0.6821137486959125;0.6837126462712846;0.6837126462712846;1.0;0.5763688760806917;0;0.0;24;3.0;0.635;0.564;327.61;0.52;51.69;38.0;1.0;1.0;0.7692307692307693;27553747.13;6940567.43;34494314.56;36.93;32.730000000000004;42.363112391930834;31.788625130408754;100.0;RN;Santa Cruz;Santa Cruz - RN
2412906;86;0.6823792236659793;0.6823792236659793;0.6823792236659793;1.0;0.5232558139534884;0;0.0;24;3.0;0.585;0.461;268.71;0.49;53.66;49.09;0.1797752808988764;1.0;0.797752808988764;17920822.38;3517759.64;21438582.02;35.66;37.72;47.67441860465116;31.762077633402075;100.0;RN;São Tomé;São Tomé - RN
2413359;110;0.6878202901537955;0.6878202901537955;0.6878202901537955;1.0;0.7272727272727273;0;0.0;24;3.0;0.614;0.521;284.48;0.5;43.06;40.12;0.4461538461538462;1.0;0.2256410256410256;20134896.92;3467238.99;23602135.91;46.99;27.68;27.27272727272727;31.217970984620447;100.0;RN;Serra do Mel;Serra do Mel - RN
2413409;40;0.69516355475628;0.69516355475628;0.69516355475628;1.0;0.4;0;0.0;24;3.0;0.597;0.468;292.16;0.42;43.71;47.07;0.9836065573770492;1.0;0.5245901639344263;7017613.59;1585004.74;8602618.33;41.16;31.59;60.0;30.483644524372;100.0;RN;Serra Negra do Norte;Serra Negra do Norte - RN
2413557;46;0.4683121487350436;0.47497085833953623;0.47497085833953623;0.0;0.3695652173913043;17;0.3695652173913043;24;3.0;0.598;0.492;252.46;0.5;53.94;48.53;1.0;1.0;1.0;5845686.3;2204850.8;8050537.1;64.8;62.68;63.04347826086957;53.168785126495635;0.0;RN;Serrinha dos Pintos;Serrinha dos Pintos - RN
2413607;56;0.5115948500092784;0.5115948500092784;0.5115948500092784;1.0;0.2857142857142857;0;0.0;24;3.0;0.604;0.522;293.49;0.52;59.61;48.27;1.0;1.0;0.525;6236500.45;1378952.68;7615453.13;74.22;47.88;71.42857142857143;48.84051499907216;100.0;RN;Severiano Melo;Severiano Melo - RN
2414209;245;0.7185537517369426;0.7185537517369426;0.7185537517369426;1.0;0.4326530612244898;0;0.0;24;3.0;0.645;0.504;523.75;0.6;38.56;41.53;0.7991803278688525;1.0;0.7991803278688525;19827953.07;1253096.69;21081049.76;33.04;24.98;56.73469387755101;28.14462482630574;100.0;RN;Tibau do Sul;Tibau do Sul - RN
2414506;75;0.6109646577901003;0.6209052390765029;0.6209052390765029;1.0;0.4;0;0.0;24;3.0;0.618;0.506;313.6;0.51;51.55;45.67;0.6428571428571429;1.0;0.8285714285714286;6272779.55;1587606.47;7860386.02;;;60.0;38.90353422098997;100.0;RN;Umarizal;Umarizal - RN
2500106;87;0.5007354348788804;0.5007354348788804;0.5007354348788804;1.0;0.08045977011494253;0;0.0;25;3.0;0.572;0.484;233.65;0.54;59.27;51.54;0.9827586206896552;1.0;0.0344827586206896;13181041.3;6195930.86;19376972.16;58.14;52.67;91.95402298850574;49.92645651211196;100.0;PB;Água Branca;Água Branca - PB
2500304;284;0.6305711569088045;0.6305711569088045;0.6305711569088045;1.0;0.36619718309859156;0;0.0;25;3.0;0.582;0.43;287.94;0.53;58.8;58.79;0.7493734335839599;1.0;0.4060150375939849;25702515.62;11059585.42;36762101.04;45.86;28.48;63.38028169014085;36.94288430911955;100.0;PB;Alagoa Grande;Alagoa Grande - PB
2501351;64;0.31299696930162535;0.31299696930162535;0.31299696930162535;0.0;0.21875;14;0.21875;25;3.0;0.609;0.51;336.67;0.54;49.26;51.35;1.0;1.0;0.0;6315167.96;2548961.55;8864129.51;58.65;93.96;78.125;68.70030306983746;0.0;PB;Assunção;Assunção - PB
2501401;121;0.5583683519126353;0.5597697634175881;0.5597697634175881;1.0;0.4297520661157025;0;0.0;25;3.0;0.581;0.495;231.78;0.58;66.92;48.05;1.0;1.0;0.489247311827957;17264021.65;10927469.76;28191491.41;37.3;44.76;57.02479338842975;44.16316480873647;100.0;PB;Baía da Traição;Baía da Traição - PB
2501906;112;0.5425907794585636;0.5425907794585636;0.5425907794585636;1.0;0.4375;0;0.0;25;3.0;0.592;0.492;256.2;0.49;57.48;54.21;0.5;1.0;0.553030303030303;13081301.11;3745187.02;16826488.13;64.37;34.72;56.25;45.74092205414364;100.0;PB;Belém;Belém - PB
2502151;78;0.405370824773156;0.405370824773156;0.405370824773156;0.0;0.0641025641025641;5;0.0641025641025641;25;3.0;0.649;0.582;314.11;0.42;36.5;37.14;0.4065934065934066;1.0;0.8791208791208791;8600431.54;2347546.95;10947978.49;72.18;49.49;93.58974358974359;59.4629175226844;0.0;PB;Boa Vista;Boa Vista - PB
2503001;208;0.6293355719750409;0.6293355719750409;0.6293355719750409;1.0;0.3605769230769231;0;0.0;25;3.0;0.602;0.509;268.46;0.47;45.59;48.9;1.0;1.0;0.8101694915254237;25186314.25;10426003.78;35612318.03;50.99;29.81;63.942307692307686;37.066442802495914;100.0;PB;Caaporã;Caaporã - PB
2503902;58;0.3889900989610421;0.3889900989610421;0.3889900989610421;0.0;0.13793103448275862;8;0.13793103448275862;25;3.0;0.567;0.431;242.92;0.46;58.64;52.63;1.0;1.0;0.8;7210501.47;2402985.86;9613487.33;49.89;68.64;86.20689655172413;61.10099010389579;0.0;PB;Camalaú;Camalaú - PB
2504009;3044;0.5596351748803022;0.5602575289693339;0.5602575289693339;1.0;0.3009198423127464;0;0.0;25;3.0;0.72;0.654;630.03;0.58;28.22;29.73;0.7194894146948941;1.0;0.7157534246575342;222694103.34;62910530.38;285604633.72;54.42;47.92;69.90801576872536;44.03648251196978;100.0;PB;Campina Grande;Campina Grande - PB
2504033;89;0.38112016010918576;0.3811201601091857;0.3811201601091857;0.0;0.29213483146067415;26;0.29213483146067415;25;3.0;0.533;0.4;203.67;0.48;58.96;66.12;1.0;1.0;0.0;8852474.17;4339866.38;13192340.55;63.86;60.4;70.78651685393258;61.88798398908142;0.0;PB;Capim;Capim - PB
2504074;37;0.3473173056980442;0.3473173056980442;0.3473173056980442;0.0;0.10810810810810811;4;0.10810810810810811;25;3.0;0.585;0.485;296.38;0.45;49.07;59.59;1.0;1.0;0.8627450980392157;5205736.71;2699606.42;7905343.13;58.68;87.82000000000001;89.1891891891892;65.26826943019557;0.0;PB;Caraúbas;Caraúbas - PB
2504157;81;0.43301958074294966;0.43301958074294966;0.43301958074294966;0.0;0.18518518518518517;15;0.18518518518518517;25;3.0;0.514;0.379;171.37;0.57;77.48;67.95;0.6764705882352942;1.0;1.0;8240320.44;2908032.09;11148352.53;58.37;58.51;81.4814814814815;56.698041925705034;0.0;PB;Casserengue;Casserengue - PB
2504504;69;0.4885205407912081;0.4885205407912081;0.4885205407912081;0.0;0.34782608695652173;24;0.34782608695652173;25;3.0;0.594;0.476;282.25;0.48;54.8;56.61;0.0;1.0;0.84375;6013169.96;1831128.95;7844298.91;64.0;46.13;65.21739130434783;51.14794592087919;0.0;PB;Condado;Condado - PB
2505402;68;0.4355950441001809;0.4355950441001809;0.4355950441001809;0.0;0.4264705882352941;29;0.4264705882352941;25;3.0;0.58;0.49;247.16;0.54;63.43;53.1;0.8611111111111112;1.0;0.5925925925925926;7509357.28;3037959.92;10547317.2;63.76;45.8;57.35294117647059;56.44049558998191;0.0;PB;Desterro;Desterro - PB
2505808;22;0.4124236391546469;0.41242363915464686;0.41242363915464686;0.0;0.045454545454545456;1;0.045454545454545456;25;3.0;0.603;0.488;269.85;0.51;60.74;52.68;0.0;1.0;0.945945945945946;4851193.77;1488416.96;6339610.73;25.09;60.0;95.45454545454545;58.75763608453531;0.0;PB;Duas Estradas;Duas Estradas - PB
2506103;82;0.4752374401405488;0.4752374401405488;0.4752374401405488;0.0;0.3780487804878049;31;0.3780487804878049;25;3.0;0.56;0.432;235.02;0.52;64.89;65.8;0.1209677419354838;1.0;0.4274193548387097;10847845.09;3763248.28;14611093.37;66.97;41.67;62.19512195121951;52.476255985945116;0.0;PB;Fagundes;Fagundes - PB
2507200;79;0.5806625360365721;0.5806625360365721;0.5806625360365721;1.0;0.6582278481012658;0;0.0;25;3.0;0.562;0.436;244.16;0.49;62.28;62.43;0.831858407079646;1.0;0.4690265486725664;10969115.52;3743608.19;14712723.71;38.84;36.64;34.17721518987342;41.933746396342784;100.0;PB;Itatuba;Itatuba - PB
2507309;142;0.47610183909512227;0.47610183909512227;0.47610183909512227;0.0;0.4647887323943662;66;0.4647887323943662;25;3.0;0.558;0.435;250.76;0.54;64.17;63.11;0.6130653266331658;1.0;0.4371859296482412;21114737.51;7537856.73;28652594.24;48.68;51.18;53.52112676056338;52.38981609048777;0.0;PB;Jacaraú;Jacaraú - PB
2507606;55;0.5527631997065448;0.5527631997065448;0.5527631997065448;1.0;0.16363636363636364;0;0.0;25;3.0;0.579;0.465;236.56;0.48;63.81;60.14;0.746268656716418;1.0;0.5373134328358209;8605535.34;3733399.83;12338935.17;43.82;35.79;83.63636363636364;44.72368002934552;100.0;PB;Juarez Távora;Juarez Távora - PB
2508208;82;0.5063399083232274;0.5063399083232274;0.5063399083232274;1.0;0.45121951219512196;0;0.0;25;3.0;0.57;0.444;228.8;0.52;66.91;59.15;0.4272727272727272;1.0;0.6090909090909091;11851374.19;5205428.83;17056803.02;71.54;42.8;54.87804878048781;49.36600916767726;100.0;PB;Lagoa de Dentro;Lagoa de Dentro - PB
2509396;99;0.3726147760937153;0.3726147760937153;0.3726147760937153;0.0;0.1414141414141414;14;0.1414141414141414;25;3.0;0.572;0.474;230.63;0.51;63.04;61.33;0.0;1.0;0.9494949494949496;8098521.89;3691308.92;11789830.81;60.21;60.76;85.85858585858585;62.73852239062847;0.0;PB;Maturéia;Maturéia - PB
2510600;27;0.16204320521023396;0.16204320521023396;0.16204320521023396;0.0;0.0;0;0.0;25;3.0;0.614;0.518;305.23;0.47;48.18;33.9;1.0;1.0;0.9032258064516128;3103928.52;315852.31;3419780.83;80.0;100.0;100.0;83.79567947897661;0.0;PB;Ouro Velho;Ouro Velho - PB
2511004;50;0.37270492269947275;0.37270492269947275;0.37270492269947275;0.0;0.08;4;0.08;25;3.0;0.599;0.532;219.29;0.5;62.35;46.93;0.0;1.0;0.0;4498901.48;1427561.58;5926463.06;80.0;69.89;92.0;62.729507730052724;0.0;PB;Pedra Branca;Pedra Branca - PB
2512101;291;0.35959316888423953;0.35959316888423953;0.35959316888423953;0.0;0.2542955326460481;74;0.2542955326460481;25;3.0;0.634;0.515;401.6;0.54;40.32;52.93;0.976027397260274;1.0;0.8116438356164384;31286009.91;14328289.55;45614299.46;65.6;65.57000000000001;74.5704467353952;64.04068311157604;0.0;PB;Pombal;Pombal - PB
2513000;30;0.23817577732727077;0.2381757773272708;0.2381757773272708;0.0;0.2;6;0.2;25;3.0;0.563;0.454;217.39;0.46;62.06;51.15;0.0;1.0;0.2790697674418604;3985490.33;349507.39;4334997.72;74.97;83.93;80.0;76.18242226727293;0.0;PB;Salgadinho;Salgadinho - PB
2513356;19;0.4540276324848088;0.4540276324848088;0.4540276324848088;0.0;0.3684210526315789;7;0.3684210526315789;25;3.0;0.572;0.492;229.72;0.55;67.43;49.03;0.3870967741935484;1.0;0.5161290322580645;2843981.7;249402.84;3093384.54;61.59;39.01;63.1578947368421;54.59723675151912;0.0;PB;Santa Inês;Santa Inês - PB
2513406;152;0.42895178999844663;0.42895178999844663;0.42895178999844663;0.0;0.3092105263157895;47;0.3092105263157895;25;3.0;0.682;0.635;379.3;0.51;44.89;36.91;1.0;1.0;0.7290322580645161;9966590.73;2442913.18;12409503.91;63.05;54.05;69.07894736842105;57.10482100015534;0.0;PB;Santa Luzia;Santa Luzia - PB
2513927;68;0.3816213036294338;0.3816213036294338;0.3816213036294338;0.0;0.20588235294117646;14;0.20588235294117646;25;3.0;0.606;0.491;286.99;0.46;57.93;43.85;1.0;1.0;0.975609756097561;5376395.73;1812627.93;7189023.66;70.46;60.02;79.41176470588236;61.83786963705662;0.0;PB;São Bentinho;São Bentinho - PB
2514107;34;0.44878341351694095;0.44878341351694095;0.44878341351694095;0.0;0.17647058823529413;6;0.17647058823529413;25;3.0;0.552;0.424;207.42;0.51;67.87;67.83;1.0;1.0;0.6181818181818182;5281900.36;839314.13;6121214.49;50.19;48.38;82.35294117647058;55.1216586483059;0.0;PB;São João do Tigre;São João do Tigre - PB
2514206;70;0.39078106473905505;0.39078106473905505;0.39078106473905505;0.0;0.07142857142857142;5;0.07142857142857142;25;3.0;0.53;0.389;216.66;0.49;63.1;64.39;1.0;1.0;0.0;9794848.3;4967097.05;14761945.35;80.0;59.52;92.85714285714286;60.92189352609449;0.0;PB;São José da Lagoa Tapada;São José da Lagoa Tapada - PB
2514651;24;0.5027074181943718;0.5027074181943718;0.5027074181943718;1.0;1.0;0;0.0;25;3.0;0.581;0.473;223.11;0.46;65.52;46.35;1.0;1.0;1.0;4227228.36;1482192.44;5709420.8;52.66;30.0;0.0;49.729258180562816;100.0;PB;São José do Brejo do Cruz;São José do Brejo do Cruz - PB
2516409;58;0.3517830512353656;0.3517830512353656;0.3517830512353656;0.0;0.3620689655172414;21;0.3620689655172414;25;3.0;0.551;0.45;195.07;0.49;64.09;54.17;0.5747126436781609;1.0;0.7586206896551724;9267344.29;2862628.57;12129972.86;63.79;77.72;63.793103448275865;64.82169487646344;0.0;PB;Tacima;Tacima - PB
2516607;124;0.3287324531289725;0.3287324531289725;0.3287324531289725;0.0;0.25806451612903225;32;0.25806451612903225;25;3.0;0.586;0.462;260.75;0.52;56.64;51.52;1.0;1.0;0.5177304964539007;13809962.95;3690961.26;17500924.21;76.69;67.47;74.19354838709677;67.12675468710275;0.0;PB;Tavares;Tavares - PB
2600203;175;0.42224655405717637;0.42224655405717637;0.42224655405717637;0.0;0.19428571428571428;34;0.19428571428571428;26;3.0;0.588;0.493;233.59;0.53;61.76;52.34;0.5384615384615384;1.0;0.5846153846153846;16216487.96;3405258.94;19621746.9;62.89;59.870000000000005;80.57142857142857;57.775344594282366;0.0;PE;Afrânio;Afrânio - PE
2600609;202;0.5210347162471513;0.5210347162471513;0.5210347162471513;1.0;0.49504950495049505;0;0.0;26;3.0;0.599;0.472;275.5;0.49;57.52;58.52;0.723404255319149;1.0;0.5319148936170213;14288947.33;4281995.97;18570943.3;54.75;53.870000000000005;50.495049504950494;47.89652837528487;100.0;PE;Alagoinha;Alagoinha - PE
2601052;236;0.5269926970210714;0.5269926970210714;0.5269926970210714;1.0;0.423728813559322;0;0.0;26;3.0;0.592;0.498;236.1;0.45;49.72;44.57;0.9453125;1.0;0.44140625;21635648.36;9066421.52;30702069.88;56.79;53.49;57.6271186440678;47.300730297892855;100.0;PE;Araçoiaba;Araçoiaba - PE
2601102;958;0.5399769675626678;0.5399769675626678;0.5399769675626678;1.0;0.4697286012526096;0;0.0;26;3.0;0.602;0.467;324.01;0.56;53.22;55.07;0.8809283551967709;1.0;0.2502522704339051;73615784.84;36392080.05;110007864.89;64.43;52.06;53.027139874739035;46.00230324373322;100.0;PE;Araripina;Araripina - PE
2601706;770;0.6228186312388566;0.6228186312388566;0.6228186312388566;1.0;0.3168831168831169;0;0.0;26;3.0;0.629;0.514;372.93;0.51;42.4;44.55;0.0153846153846153;1.0;0.5562130177514792;60717536.42;28403624.35;89121160.77;59.56;43.93;68.31168831168831;37.718136876114336;100.0;PE;Belo Jardim;Belo Jardim - PE
2601904;506;0.5319666369757403;0.5319666369757403;0.5319666369757403;1.0;0.34189723320158105;0;0.0;26;3.0;0.606;0.487;351.75;0.52;47.99;56.97;0.8546637744034707;1.0;0.8937093275488069;38192948.77;15387760.14;53580708.91;60.78;56.84;65.81027667984189;46.80333630242597;100.0;PE;Bezerros;Bezerros - PE
2603207;412;0.5327637196233291;0.5327637196233291;0.5327637196233291;1.0;0.30339805825242716;0;0.0;26;3.0;0.522;0.392;176.77;0.6;76.21;65.77;0.2532981530343008;1.0;0.8337730870712401;29761781.91;12511366.68;42273148.59;56.84;57.25;69.66019417475728;46.72362803766708;100.0;PE;Caetés;Caetés - PE
2603603;49;0.41721247200881334;0.4172124720088134;0.4172124720088134;0.0;0.2857142857142857;14;0.2857142857142857;26;3.0;0.606;0.514;278.04;0.48;50.94;45.06;0.2238805970149253;1.0;0.0;7081443.84;1659765.04;8741208.88;63.9;66.81;71.42857142857143;58.27875279911867;0.0;PE;Camutanga;Camutanga - PE
2603702;236;0.45092910731350677;0.45092910731350677;0.45092910731350677;0.0;0.3940677966101695;93;0.3940677966101695;26;3.0;0.541;0.403;234.75;0.52;65.85;64.9;0.2673611111111111;1.0;0.1493055555555555;24570766.5;9439097.0;34009863.5;58.57;65.49;60.593220338983045;54.90708926864932;0.0;PE;Canhotinho;Canhotinho - PE
2603801;214;0.45206708655024763;0.45206708655024763;0.45206708655024763;0.0;0.26635514018691586;57;0.26635514018691586;26;3.0;0.549;0.419;215.71;0.5;62.66;61.51;0.7725118483412322;1.0;0.8530805687203792;20116568.8;10842868.18;30959436.98;60.43;69.34;73.36448598130842;54.79329134497524;0.0;PE;Capoeiras;Capoeiras - PE
2604106;3241;0.5600216306059408;0.5600216306059408;0.5600216306059408;1.0;0.3486578216599815;0;0.0;26;3.0;0.677;0.569;553.99;0.53;28.61;43.18;0.9528840662478584;1.0;0.8897772701313535;289098561.62;123123928.42;412222490.04;63.13;58.370000000000005;65.13421783400184;43.99783693940592;100.0;PE;Caruaru;Caruaru - PE
2604502;259;0.553360970225165;0.553360970225165;0.553360970225165;1.0;0.3667953667953668;0;0.0;26;3.0;0.599;0.443;341.34;0.55;51.71;56.37;0.7354085603112841;1.0;0.4435797665369649;29728005.93;16111341.25;45839347.18;63.39;58.51;63.320463320463325;44.6639029774835;100.0;PE;Chã Grande;Chã Grande - PE
2606101;216;0.37273883290295245;0.3727388329029525;0.3727388329029525;0.0;0.24074074074074073;52;0.24074074074074073;26;3.0;0.604;0.506;278.33;0.52;54.49;52.91;0.7201492537313433;1.0;0.6604477611940298;24608411.66;9704970.44;34313382.1;73.52;66.22;75.92592592592592;62.72611670970476;0.0;PE;Glória do Goitá;Glória do Goitá - PE
2606309;144;0.41382605006482887;0.41382605006482887;0.41382605006482887;0.0;0.375;54;0.375;26;3.0;0.595;0.502;234.9;0.54;68.43;47.82;0.6574074074074074;1.0;1.0;8225130.13;1908509.24;10133639.37;61.47;68.11;62.5;58.61739499351712;0.0;PE;Granito;Granito - PE
2606507;209;0.3008469416081626;0.3008469416081626;0.3008469416081626;0.0;0.21052631578947367;44;0.21052631578947367;26;3.0;0.528;0.369;200.95;0.55;67.21;67.87;0.7064676616915423;1.0;0.3980099502487562;19833378.21;6882542.01;26715920.22;70.7;82.26;78.94736842105263;69.91530583918374;0.0;PE;Iati;Iati - PE
2607950;83;0.33594357340871883;0.33594357340871883;0.33594357340871883;0.0;0.08433734939759036;7;0.08433734939759036;26;3.0;0.575;0.454;256.76;0.59;61.39;52.97;0.4253731343283582;1.0;0.2761194029850746;12378495.68;3525025.39;15903521.07;64.94;81.67;91.56626506024097;66.40564265912812;0.0;PE;Jaqueira;Jaqueira - PE
2608008;135;0.5984710811771842;0.5984710811771842;0.5984710811771842;1.0;0.4222222222222222;0;0.0;26;3.0;0.53;0.381;244.26;0.49;56.62;67.18;0.8;1.0;0.0631578947368421;20116057.21;9604140.06;29720197.27;61.07;37.15;57.77777777777777;40.15289188228158;100.0;PE;Jataúba;Jataúba - PE
2608255;158;0.45141940342077425;0.45141940342077425;0.45141940342077425;0.0;0.3037974683544304;48;0.3037974683544304;26;3.0;0.55;0.451;232.08;0.5;59.23;59.23;0.8089887640449438;1.0;0.6573033707865169;15177450.96;6392660.05;21570111.01;55.61;68.81;69.62025316455696;54.858059657922574;0.0;PE;Jucati;Jucati - PE
2608503;143;0.2943285045691618;0.2943285045691618;0.2943285045691618;0.0;0.2517482517482518;36;0.2517482517482518;26;3.0;0.602;0.509;252.8;0.45;55.15;52.41;0.8888888888888888;1.0;0.7;15684063.65;4908580.93;20592644.58;73.36;79.42;74.82517482517483;70.56714954308381;0.0;PE;Lagoa de Itaenga;Lagoa de Itaenga - PE
2609907;640;0.669479237632756;0.669479237632756;0.669479237632756;1.0;0.5484375;0;0.0;26;3.0;0.572;0.419;291.75;0.6;58.37;57.43;0.5;1.0;0.5362116991643454;52825573.09;14918014.18;67743587.27;49.75;30.78;45.15625;33.0520762367244;100.0;PE;Ouricuri;Ouricuri - PE
2610707;1920;0.6009823272358686;0.6021283897365433;0.6021283897365433;1.0;0.4109375;0;0.0;26;3.0;0.732;0.703;528.04;0.49;25.34;19.87;0.621309963099631;1.0;0.6411439114391144;117763494.25;18529860.56;136293354.81;60.62;55.54;58.90625000000001;39.90176727641314;100.0;PE;Paulista;Paulista - PE
2611408;77;0.4811881197720502;0.4811881197720502;0.4811881197720502;0.0;0.18181818181818182;14;0.18181818181818182;26;3.0;0.58;0.444;281.27;0.44;46.58;55.73;0.7692307692307693;1.0;0.2211538461538461;10377399.97;2781352.59;13158752.56;78.26;50.41;81.81818181818181;51.88118802279498;0.0;PE;Primavera;Primavera - PE
2611533;160;0.21546312593608138;0.2154631259360814;0.2154631259360814;0.0;0.025;4;0.025;26;3.0;0.577;0.482;216.87;0.49;62.29;41.41;0.5068493150684932;1.0;0.910958904109589;11164380.84;3511857.76;14676238.6;80.0;87.04;97.5;78.45368740639186;0.0;PE;Quixaba;Quixaba - PE
2611804;178;0.4420955376408716;0.4420955376408716;0.4420955376408716;0.0;0.07865168539325842;14;0.07865168539325842;26;3.0;0.602;0.516;324.47;0.5;44.72;43.78;0.3113553113553113;1.0;0.2307692307692307;26944814.03;6864786.31;33809600.34;67.54;65.68;92.13483146067416;55.79044623591284;0.0;PE;Ribeirão;Ribeirão - PE
2611903;217;0.1870724727277577;0.18707247272775773;0.18707247272775773;0.0;0.018433179723502304;4;0.018433179723502304;26;3.0;0.613;0.506;264.16;0.44;49.89;48.48;0.8450184501845018;1.0;0.8154981549815498;26793627.42;10023060.94;36816688.36;80.0;90.91;98.15668202764977;81.29275272722423;0.0;PE;Rio Formoso;Rio Formoso - PE
2612000;68;0.3070907739109472;0.3070907739109472;0.3070907739109472;0.0;0.29411764705882354;20;0.29411764705882354;26;3.0;0.585;0.44;297.91;0.45;45.42;61.25;0.4174757281553398;1.0;0.2233009708737864;8662009.91;2278024.58;10940034.49;71.61;81.01;70.58823529411764;69.29092260890528;0.0;PE;Sairé;Sairé - PE
2612471;141;0.2404087493565945;0.2404087493565945;0.2404087493565945;0.0;0.07092198581560284;10;0.07092198581560284;26;3.0;0.612;0.523;256.26;0.51;61.3;43.19;1.0;1.0;0.986013986013986;11686876.16;5316709.1;17003585.26;76.77;87.09;92.90780141843972;75.95912506434055;0.0;PE;Santa Cruz da Baixa Verde;Santa Cruz da Baixa Verde - PE
2612802;123;0.29813314040699407;0.2981331404069941;0.2981331404069941;0.0;0.12195121951219512;15;0.12195121951219512;26;3.0;0.593;0.524;229.83;0.51;66.15;52.22;1.0;1.0;0.0921052631578947;10430743.48;3049487.82;13480231.3;72.0;79.68;87.8048780487805;70.1866859593006;0.0;PE;Santa Terezinha;Santa Terezinha - PE
2613107;326;0.4844750308326213;0.48447503083262133;0.48447503083262133;0.0;0.4785276073619632;156;0.4785276073619632;26;3.0;0.591;0.469;300.16;0.5;52.44;54.81;0.8678815489749431;1.0;0.806378132118451;29766835.69;11844632.88;41611468.57;56.36;53.17;52.14723926380368;51.552496916737866;0.0;PE;São Caitano;São Caitano - PE
2613206;292;0.501758880284842;0.501758880284842;0.501758880284842;1.0;0.2671232876712329;0;0.0;26;3.0;0.57;0.426;269.44;0.56;59.98;61.37;1.0;1.0;0.0;25026686.59;10457881.37;35484567.96;67.04;54.47;73.28767123287672;49.824111971515805;100.0;PE;São João;São João - PE
