cluster;perfil_cluster;municipios;alunos;probabilidade_risco_media;gap_previsto_meta_pp;taxa_alfabetizacao_predita_prob_pct;taxa_alfabetizacao_real_pct;meta_2025_pct;alfabetizacao_2024_pct;atlas_idhm_median;atlas_renda_pc_median;atlas_indice_gini_median;atlas_prop_pobreza_criancas_median;censo_prop_mat_2ano_internet_aprendizagem_median;censo_prop_mat_2ano_alimentacao_median;censo_prop_mat_2ano_biblioteca_sala_leitura_median;fundeb_receita_total_median
1;Cluster 1 — maior risco relativo;247;73434;0.4627030746503294;-5.809413977363208;53.72969253496706;67.73544406421824;60.033723849372386;56.85970711297071;0.5867894736842105;278.48732793522265;0.5420647773279352;56.60283400809716;0.608216921445574;0.9998420065172312;0.4927128019769899;45762396.28825911
2;Cluster 2 — menor risco relativo;237;206049;0.44085624369606713;-11.113242116512618;55.91437563039329;70.33703680596074;67.73925438596491;64.88526315789474;0.725;714.782911392405;0.4837552742616034;15.684303797468354;0.87618228899502;0.9996103616949571;0.7556282772547832;75694444.93354431
