modelo_final;modelo_comparador;configuracao_comparador;somente_modelo_final_acerta;somente_comparador_acerta;p_valor_mcnemar;diferenca_pr_auc_media;diferenca_pr_auc_ic_95_inferior;diferenca_pr_auc_ic_95_superior;superioridade_pr_auc_confirmada;selecao_alterada_pelo_teste;natureza_analise
Hist_Gradient_Boosting_balanceado;Random_Forest_balanceada;otimizada;9524;7763;6.244698475624089e-41;0.0011156476021068349;-0.0028612098733466484;0.005843905127855173;False;False;pos_hoc_confirmatoria
