tp_dependencia;registros;percentual_classe_0;recall_nao_alfabetizado;precision_nao_alfabetizado;f1_nao_alfabetizado;balanced_accuracy;pr_auc_risco
2.0;28546;0.33661458698241437;0.5067124570714955;0.4270678010700816;0.4634935744883389;0.5808896287575358;0.41699638608966566
3.0;270335;0.33484380490872434;0.6388643393725144;0.44868412885606107;0.5271457740829869;0.6218457614333306;0.47537181810323414
